id,name,age,gender,neighborhood,income,consuming_sweet_drinks
474,מעכה אזולאי,31,Female,יפו ד',5655,Low
475,אברהם גבאי,24,Male,יפו ד',4843,Low
476,תפארת בר,28,Female,יפו ד',4109,High
477,לירון אוחיון,47,Male,רמת אביב ג',16530,Moderate
478,עמיחי גבאי,32,Male,רמת אביב ג',16056,Moderate
479,יעל מזרחי,34,Female,צמרת הפארק,17110,Moderate
480,כלב בר,33,Male,יפו ד',5409,Low
481,שמעון רובין,42,Male,רמת אביב ג',14593,Moderate
482,עזריה גבאי,22,Male,יפו ד',5080,Low
483,חביבה מזרחי,30,Female,רמת אביב ג',16272,Moderate
484,יהונתן אוחיון,59,Male,רמת אביב ג',14008,Low
485,מורן ביטון,45,Female,צמרת הפארק,15249,Low
486,גבריאל אוחיון,23,Male,יפו ד',4637,High
487,שיר בר,21,Female,יפו ד',5097,High
488,לירון אוחיון,52,Male,רמת אביב ג',17357,Low
489,יהונתן אוחיון,40,Male,רמת אביב ג',13586,Low
490,נפתלי וייס,34,Male,רמת אביב ג',17003,Moderate
491,ליאת כץ,43,Female,צמרת הפארק,13498,Low
492,שרה כץ,33,Female,יפו ד',4630,Low
493,זמירה לוי,26,Female,צמרת הפארק,15773,Low
494,עמית בר,50,Male,יפו ד',4307,High
495,שיר כץ,44,Female,יפו ד',4310,Low
496,נטלי מזרחי,27,Female,צמרת הפארק,17302,Low
497,ירמיהו כץ,28,Male,יפו ד',5357,Low
498,תמר כהן,45,Female,צמרת הפארק,13610,Low
499,יואב דיין,43,Male,רמת אביב ג',14667,Low
500,תמיר פרידמן,44,Male,רמת אביב ג',16822,Low
501,אסף שפירא,21,Male,יפו ד',5884,High
502,יהונתן לוי,52,Male,יפו ד',5111,High
503,עמוס סגל,26,Male,יפו ד',4112,High
504,חנוך כהן,26,Male,צמרת הפארק,16435,Low
505,אדווה וייס,32,Female,יפו ד',5404,High
506,אורי רובין,44,Male,רמת אביב ג',14429,Low
507,חגית גולדברג,44,Female,צמרת הפארק,14931,Moderate
508,אדה אוחיון,25,Female,צמרת הפארק,15030,Low
509,אמירה דיין,27,Female,יפו ד',5921,High
510,יהונתן פרידמן,21,Male,יפו ד',5765,High
511,שחר בר,21,Male,יפו ד',4075,High
512,אריה גבאי,31,Male,צמרת הפארק,14389,Moderate
513,יסמין לוי,25,Female,צמרת הפארק,14994,Low
514,גל כץ,30,Female,צמרת הפארק,14704,Low
515,רחב שפירא,32,Female,צמרת הפארק,14697,Low
516,ורד דיין,30,Female,רמת אביב ג',16706,Low
517,עמנואל אזולאי,30,Male,רמת אביב ג',13728,Moderate
518,יעקב אברהם,28,Male,רמת אביב ג',15921,Low
519,אביב דוד,43,Male,צמרת הפארק,16322,Moderate
520,תפארת חדד,21,Female,יפו ד',4499,Low
521,אביב ביטון,38,Female,רמת אביב ג',17275,Low
522,אמיר אזולאי,40,Male,צמרת הפארק,16691,Moderate
523,מורן דוד,28,Female,יפו ד',5772,High
524,נטלי ביטון,53,Female,צמרת הפארק,16968,Low
525,חביבה גולדברג,32,Female,צמרת הפארק,15342,Low
526,הדס פרידמן,25,Female,צמרת הפארק,13391,Low
527,נדב דוד,37,Male,צמרת הפארק,14418,Low
528,הדס כץ,20,Female,יפו ד',5957,High
529,שחר גבאי,26,Male,צמרת הפארק,13700,Moderate
530,שלומית דיין,28,Female,יפו ד',4662,High
531,יהודית אזולאי,29,Female,צמרת הפארק,17479,Low
532,אסתר וייס,31,Female,צמרת הפארק,16571,Low
533,יהונתן אזולאי,41,Male,רמת אביב ג',14654,Moderate
534,סיגל פרידמן,26,Female,צמרת הפארק,15229,Low
535,אירית כץ,32,Female,רמת אביב ג',15597,Low
536,שיר אוחיון,34,Female,רמת אביב ג',15631,Low
537,שני אברהם,41,Female,יפו ד',5749,High
538,ענת ביטון,43,Female,רמת אביב ג',14448,Low
539,גד ביטון,29,Male,צמרת הפארק,17432,Moderate
540,בועז וייס,36,Male,יפו ד',5799,High
541,איתן לוי,42,Male,יפו ד',4942,Low
542,צהלה אוחיון,26,Female,יפו ד',5800,High
543,ליאת רובין,28,Female,רמת אביב ג',16317,Low
544,תפארת רובין,25,Female,צמרת הפארק,13239,Low
545,דור ביטון,29,Male,רמת אביב ג',16627,Moderate
546,ורד גולדברג,38,Female,רמת אביב ג',13236,Low
547,צדוק רובין,42,Male,צמרת הפארק,15783,Low
548,אביב כץ,31,Male,צמרת הפארק,14037,Low
549,ליה רובין,29,Female,צמרת הפארק,15129,Low
550,צדוק כץ,33,Male,רמת אביב ג',15393,Low
551,ענת רובין,24,Female,יפו ד',5075,High
552,דן כהן,22,Male,יפו ד',5094,High
553,תמר כץ,42,Female,צמרת הפארק,15110,Low
554,עמוס וייס,28,Male,צמרת הפארק,17159,Low
555,אשר וייס,28,Male,רמת אביב ג',15038,Low
556,אביב ביטון,24,Female,יפו ד',5797,High
557,דוב אברהם,41,Male,צמרת הפארק,15205,Moderate
558,מיכה דוד,35,Male,רמת אביב ג',17393,Low
559,לאה כהן,26,Female,צמרת הפארק,15187,Moderate
560,צפורה מזרחי,42,Female,צמרת הפארק,13311,Low
561,עדן בר,31,Female,יפו ד',5224,High
562,נפתלי אוחיון,28,Male,צמרת הפארק,13359,Low
563,עומר רובין,21,Male,יפו ד',5911,High
564,אילנה חדד,37,Female,רמת אביב ג',15801,Moderate
565,אסף אזולאי,31,Male,רמת אביב ג',14040,Low
566,שני גבאי,42,Female,צמרת הפארק,15078,Low
567,מזל סגל,34,Female,יפו ד',4226,High
568,רות גולדברג,25,Female,צמרת הפארק,16966,Low
569,יעל גבאי,49,Female,יפו ד',4722,High
570,טל רובין,32,Female,צמרת הפארק,15672,Low
571,טל פרץ,28,Male,צמרת הפארק,15081,Moderate
572,אהבה דיין,27,Female,צמרת הפארק,15585,Low
573,בת-שבע ביטון,27,Female,צמרת הפארק,14329,Low
574,סיגל פרידמן,42,Female,יפו ד',4231,High
575,עמוס כץ,23,Male,יפו ד',4706,High
576,עידן חדד,26,Male,צמרת הפארק,15670,Low
577,שלומית וייס,41,Female,יפו ד',5803,Low
578,נתן כהן,38,Male,יפו ד',4939,High
579,ליה סגל,28,Female,צמרת הפארק,13254,Low
580,צפורה חדד,30,Female,רמת אביב ג',15709,Moderate
581,יעל סגל,35,Female,רמת אביב ג',13096,Low
582,יששכר פרץ,53,Male,צמרת הפארק,15199,Moderate
583,אור וייס,28,Female,יפו ד',4710,High
584,יאיר כהן,25,Male,יפו ד',4752,High
585,חביבה שפירא,52,Female,צמרת הפארק,13537,Moderate
586,עידן כץ,26,Male,צמרת הפארק,16435,Low
587,ליאור שפירא,22,Male,יפו ד',5270,High
588,שקד מזרחי,25,Female,צמרת הפארק,13435,Moderate
589,שמעון אברהם,29,Male,רמת אביב ג',13796,Low
590,הילה פרידמן,29,Female,רמת אביב ג',14804,Low
591,ליבי אברהם,52,Female,רמת אביב ג',16656,Moderate
592,דוב כהן,37,Male,צמרת הפארק,13481,Low
593,שלמה מזרחי,60,Male,רמת אביב ג',15646,Moderate
594,ורד סגל,22,Female,יפו ד',4974,High
595,אמירה חדד,31,Female,צמרת הפארק,15362,Low
596,זוהר בר,30,Female,יפו ד',5841,Low
597,יהונתן דוד,39,Male,יפו ד',4366,Low
598,סיגל לוי,36,Female,צמרת הפארק,14394,Low
599,זאב לוי,21,Male,יפו ד',5344,High
600,אסף סגל,30,Male,רמת אביב ג',15722,Moderate
601,יואב אברהם,29,Male,יפו ד',5325,High
602,מתיה דיין,25,Female,יפו ד',5090,Low
603,הדס אברהם,40,Female,יפו ד',4471,Low
604,אלעד לוי,30,Male,צמרת הפארק,13790,Low
605,יעלי ביטון,29,Female,רמת אביב ג',15918,Moderate
606,לי בר,38,Female,יפו ד',4470,High
607,חן גולדברג,33,Female,רמת אביב ג',14762,Moderate
608,יעלי חדד,34,Female,צמרת הפארק,13042,Moderate
609,נועם שפירא,26,Male,יפו ד',5885,Low
610,יהודה שפירא,24,Male,יפו ד',5324,High
611,רפאל כהן,28,Male,רמת אביב ג',16393,Moderate
612,אלקנה אוחיון,28,Male,רמת אביב ג',16478,Moderate
613,אריאל דיין,31,Male,יפו ד',5434,High
614,נועה פרידמן,41,Female,רמת אביב ג',14100,Moderate
615,ירמיהו לוי,31,Male,צמרת הפארק,14188,Low
616,שקד דוד,34,Female,צמרת הפארק,16672,Low
617,אליהו גבאי,31,Male,צמרת הפארק,14536,Low
618,דור חדד,25,Male,צמרת הפארק,13420,Low
619,מיכל כץ,20,Female,יפו ד',5193,High
620,גד רובין,34,Male,צמרת הפארק,13132,Low
621,צהלה כץ,35,Female,צמרת הפארק,14325,Low
622,ניר אזולאי,21,Male,יפו ד',5053,High
623,שלומית לוי,29,Female,רמת אביב ג',16518,Low
624,עופר אזולאי,40,Male,צמרת הפארק,13864,Low
625,מאי ביטון,29,Female,רמת אביב ג',14466,Low
626,מיכאל אברהם,23,Male,יפו ד',5005,High
627,בנימין שפירא,28,Male,צמרת הפארק,14738,Moderate
628,רחל חדד,38,Female,רמת אביב ג',15234,Low
629,עמוס דיין,27,Male,צמרת הפארק,16730,Low
630,פנינה אזולאי,31,Female,רמת אביב ג',16287,Low
631,סתיו פרץ,28,Female,צמרת הפארק,16525,Moderate
632,דוב לוי,30,Male,צמרת הפארק,16234,Low
633,אלונה דיין,47,Female,צמרת הפארק,13106,Low
634,מזל מזרחי,28,Female,יפו ד',5926,Low
635,פנינה סגל,28,Female,רמת אביב ג',14448,Low
636,שושנה שפירא,33,Female,יפו ד',4778,Low
637,מלכה ביטון,53,Female,צמרת הפארק,14630,Low
638,אלונה דוד,29,Female,צמרת הפארק,16943,Moderate
639,צבי פרידמן,47,Male,רמת אביב ג',15942,Low
640,תמר ביטון,37,Female,יפו ד',5254,Low
641,אמירה בר,41,Female,יפו ד',5233,Low
642,מלכה דוד,26,Female,יפו ד',5478,High
643,רון ביטון,38,Male,צמרת הפארק,16630,Moderate
644,נעמה גולדברג,38,Female,צמרת הפארק,13664,Low
645,אליהו ביטון,50,Male,צמרת הפארק,15738,Low
646,רמי חדד,40,Male,צמרת הפארק,15072,Moderate
647,עודד רובין,46,Male,יפו ד',5364,High
648,רועי כהן,41,Female,רמת אביב ג',15463,Moderate
649,לאה שפירא,28,Female,צמרת הפארק,14894,Low
650,מזל מזרחי,47,Female,יפו ד',4016,Low
651,יחזקאל שפירא,27,Male,צמרת הפארק,13127,Moderate
652,טל חדד,44,Male,רמת אביב ג',13491,Low
653,שקמה ביטון,37,Female,צמרת הפארק,14903,Low
654,כלב אזולאי,28,Male,צמרת הפארק,14852,Moderate
655,אהבה וייס,41,Female,צמרת הפארק,15662,Moderate
656,חן מזרחי,26,Female,יפו ד',4800,High
657,רם כהן,25,Male,צמרת הפארק,16907,Low
658,אחינועם בר,51,Female,צמרת הפארק,16040,Low
659,נעמי גבאי,36,Female,רמת אביב ג',14957,Low
660,לי ביטון,27,Female,צמרת הפארק,13568,Low
661,ורד ביטון,42,Female,צמרת הפארק,16686,Moderate
662,עודד שפירא,25,Male,יפו ד',4703,High
663,נועם דוד,37,Male,יפו ד',5165,High
664,עודד חדד,35,Male,רמת אביב ג',16856,Moderate
665,חגית ביטון,30,Female,צמרת הפארק,16098,Moderate
666,עופר לוי,32,Male,רמת אביב ג',13002,Low
667,אחינועם אוחיון,50,Female,רמת אביב ג',14889,Low
668,יצחק פרץ,25,Male,יפו ד',4037,Low
669,גמליאל שפירא,43,Female,רמת אביב ג',17030,Moderate
670,רונה רובין,55,Female,רמת אביב ג',13043,Low
671,בר דוד,26,Female,יפו ד',4384,High
672,הילה מזרחי,30,Female,צמרת הפארק,14258,Moderate
673,דוד שפירא,43,Male,רמת אביב ג',13386,Low
674,נירית בר,35,Female,צמרת הפארק,15530,Low
675,צדוק אוחיון,22,Male,יפו ד',4789,High
676,מאי אוחיון,30,Female,צמרת הפארק,14124,Moderate
677,זאב אברהם,37,Male,רמת אביב ג',13641,Moderate
678,יאיר דיין,22,Male,יפו ד',4126,High
679,רם שפירא,39,Male,צמרת הפארק,15932,Low
680,הילה רובין,36,Female,צמרת הפארק,16760,Low
681,אהבה גבאי,32,Female,רמת אביב ג',17463,Low
682,עזריה אוחיון,35,Male,יפו ד',5198,Low
683,איתי אברהם,40,Male,רמת אביב ג',16897,Low
684,שמשון סגל,23,Male,יפו ד',5626,High
685,נתן פרץ,39,Male,רמת אביב ג',13532,Moderate
686,דינה לוי,41,Female,רמת אביב ג',14706,Low
687,חנוך כהן,29,Male,רמת אביב ג',14218,Low
688,אלונה כהן,37,Female,יפו ד',4104,Low
689,חביבה כץ,29,Female,רמת אביב ג',17373,Low
690,אדווה בר,39,Female,צמרת הפארק,13113,Low
691,אליהו חדד,29,Male,רמת אביב ג',14144,Low
692,מיכה גבאי,21,Male,יפו ד',5033,High
693,רועי בר,29,Female,רמת אביב ג',16868,Low
694,אבישי מזרחי,27,Male,צמרת הפארק,16634,Low
695,תפארת ביטון,29,Female,צמרת הפארק,15696,Low
696,אמיר שפירא,28,Male,יפו ד',5903,Low
697,עמית ביטון,51,Male,יפו ד',5212,High
698,חנה לוי,37,Female,רמת אביב ג',15732,Moderate
699,נטלי דוד,23,Female,יפו ד',4714,High
700,עזריה וייס,31,Male,יפו ד',4714,Low
701,ליה אברהם,32,Female,רמת אביב ג',15664,Low
702,דוד בר,32,Male,רמת אביב ג',16013,Moderate
703,דוד אוחיון,32,Male,רמת אביב ג',15413,Low
704,נעמי פרידמן,29,Female,רמת אביב ג',15028,Moderate
705,אלונה אוחיון,29,Female,צמרת הפארק,13931,Moderate
706,שרה אזולאי,27,Female,צמרת הפארק,15266,Low
707,ניצן כץ,29,Female,יפו ד',5026,Low
708,אברהם דוד,36,Male,יפו ד',5268,High
709,אסתר וייס,26,Female,יפו ד',5365,Low
710,עידן כהן,41,Male,צמרת הפארק,15378,Low
711,בת-שבע כץ,21,Female,יפו ד',4252,High
712,שמשון ביטון,45,Male,רמת אביב ג',16062,Low
713,יהונתן דיין,31,Male,רמת אביב ג',13075,Moderate
714,אדווה כהן,29,Female,יפו ד',4697,High
715,שלומית וייס,41,Female,רמת אביב ג',14460,Low
716,זבולון פרץ,20,Male,יפו ד',4829,High
717,דינה רובין,33,Female,צמרת הפארק,16800,Moderate
718,פנינה בר,30,Female,רמת אביב ג',13899,Low
719,עוזי סגל,39,Male,רמת אביב ג',13149,Moderate
720,אילנה ביטון,35,Female,יפו ד',5565,High
721,רחב סגל,28,Female,יפו ד',5539,High
722,מעיין כהן,45,Female,רמת אביב ג',15238,Low
723,אסתר דוד,26,Female,יפו ד',5668,Low
724,חן שפירא,27,Female,צמרת הפארק,13811,Moderate
725,יובל לוי,43,Male,צמרת הפארק,16353,Low
726,פנינה וייס,32,Female,צמרת הפארק,17090,Low
727,אלחנן דיין,26,Male,יפו ד',5107,High
728,אמירה מזרחי,33,Female,צמרת הפארק,16831,Low
729,יאיר לוי,24,Male,יפו ד',4087,High
730,חגי גבאי,27,Male,צמרת הפארק,13434,Low
731,זמירה גולדברג,28,Female,רמת אביב ג',15892,Moderate
732,חגית דיין,53,Female,רמת אביב ג',14307,Low
733,מיכה לוי,31,Male,יפו ד',5351,High
734,רון פרץ,47,Male,יפו ד',4406,High
735,אדה אברהם,38,Female,רמת אביב ג',15159,Moderate
736,פנינה לוי,31,Female,צמרת הפארק,13483,Moderate
737,נועה חדד,41,Female,יפו ד',5014,High
738,בנימין ביטון,29,Male,צמרת הפארק,13079,Low
739,עדי אזולאי,22,Male,יפו ד',4135,High
740,ניצן בר,21,Female,יפו ד',5035,Low
741,רמי חדד,45,Male,צמרת הפארק,14882,Moderate
742,יצחק דיין,31,Male,צמרת הפארק,16608,Low
743,רפאל כץ,41,Male,צמרת הפארק,14531,Low
744,שמשון אזולאי,21,Male,יפו ד',4400,High
745,אביב אברהם,33,Male,יפו ד',4752,High
746,לירון שפירא,25,Female,יפו ד',5035,High
747,יחיאל אברהם,25,Male,יפו ד',5950,High
748,עומר אוחיון,48,Male,יפו ד',5197,High
749,שחר וייס,20,Male,יפו ד',4444,High
750,שקמה פרידמן,32,Female,צמרת הפארק,13781,Low
751,תמיר בר,32,Male,רמת אביב ג',13559,Low
752,אמנון גבאי,30,Male,יפו ד',5838,Low
753,דינה אזולאי,31,Female,צמרת הפארק,16527,Low
754,רות כץ,27,Female,צמרת הפארק,14403,Moderate
755,עזריה בר,34,Male,צמרת הפארק,16940,Moderate
756,מיכל אברהם,27,Female,יפו ד',4240,Low
757,עמית פרידמן,29,Male,רמת אביב ג',14964,Low
758,רחל וייס,25,Female,יפו ד',4356,High
759,מלכה גולדברג,26,Female,צמרת הפארק,14803,Low
760,רמי וייס,39,Male,צמרת הפארק,13616,Low
761,גד לוי,22,Male,יפו ד',5232,High
762,כלב פרידמן,42,Male,רמת אביב ג',15316,Low
763,דפנה שפירא,26,Female,יפו ד',5386,Low
764,תפארת מזרחי,30,Female,צמרת הפארק,15693,Low
765,יענה פרץ,44,Female,רמת אביב ג',13180,Low
766,עוזי כהן,37,Male,רמת אביב ג',15049,Moderate
767,שלמה חדד,42,Male,יפו ד',5297,Low
768,אילנה רובין,28,Female,רמת אביב ג',15501,Low
769,עידן פרידמן,31,Male,יפו ד',5219,Low
770,אלעזר גבאי,36,Male,רמת אביב ג',15465,Moderate
771,ליאור אזולאי,20,Male,יפו ד',4098,High
772,יעלי פרידמן,45,Female,צמרת הפארק,16578,Moderate
773,צבי כהן,39,Male,יפו ד',4991,Low
774,טל פרידמן,28,Male,יפו ד',4493,High
775,צדוק גולדברג,48,Male,יפו ד',4536,High
776,מאי ביטון,41,Female,רמת אביב ג',16934,Moderate
777,שמשון פרידמן,31,Male,צמרת הפארק,14604,Low
778,רמי וייס,33,Male,יפו ד',5899,High
779,מעכה חדד,47,Female,רמת אביב ג',16423,Moderate
780,מתיה וייס,32,Female,רמת אביב ג',16278,Low
781,מיכאל מזרחי,42,Male,צמרת הפארק,13766,Moderate
782,שיר דוד,29,Female,רמת אביב ג',13585,Moderate
783,רות גולדברג,22,Female,יפו ד',4222,High
784,אפרת דוד,29,Female,יפו ד',4094,High
785,קרן סגל,27,Female,יפו ד',4152,Low
786,גילה מזרחי,25,Female,צמרת הפארק,17434,Low
787,זבולון סגל,30,Male,צמרת הפארק,14962,Low
788,רון דוד,30,Male,יפו ד',5458,Low
789,צבי חדד,47,Male,רמת אביב ג',15663,Low
790,דבורה גולדברג,21,Female,יפו ד',5149,High
791,ניצן אזולאי,26,Female,יפו ד',5911,Low
792,יעקב סגל,36,Male,רמת אביב ג',16619,Low
793,שלמה דיין,32,Male,צמרת הפארק,17130,Low
794,נועה לוי,48,Female,צמרת הפארק,15330,Low
795,דפנה אזולאי,21,Female,יפו ד',5969,Low
796,חנה דוד,31,Female,רמת אביב ג',14181,Moderate
797,נדב גבאי,22,Male,יפו ד',4881,High
798,אלקנה מזרחי,38,Male,רמת אביב ג',14542,Low
799,חנה בר,25,Female,יפו ד',4526,High
800,אבשלום אברהם,26,Male,צמרת הפארק,17253,Moderate
801,מאי אוחיון,28,Female,יפו ד',5070,High
802,מעיין פרידמן,29,Female,רמת אביב ג',15688,Low
803,נעמה אברהם,50,Female,רמת אביב ג',16102,Low
804,אבישי וייס,34,Male,צמרת הפארק,14819,Moderate
805,אביגדור שפירא,29,Male,רמת אביב ג',15217,Low
806,מאיר לוי,39,Male,רמת אביב ג',16090,Low
807,אליהו חדד,51,Male,רמת אביב ג',13524,Low
808,דנה רובין,26,Female,יפו ד',4017,High
809,רחל ביטון,31,Female,רמת אביב ג',14973,Low
810,אלעזר חדד,38,Male,צמרת הפארק,13288,Low
811,אבנר רובין,40,Male,רמת אביב ג',14362,Low
812,צהלה בר,27,Female,צמרת הפארק,16311,Low
813,יואב מזרחי,42,Male,רמת אביב ג',14608,Low
814,שמעון לוי,40,Male,רמת אביב ג',13087,Low
815,רון גולדברג,25,Male,צמרת הפארק,14291,Low
816,עזרא דיין,37,Male,רמת אביב ג',15639,Low
817,אריה סגל,47,Male,צמרת הפארק,15594,Moderate
818,יהודית חדד,34,Female,יפו ד',4042,High
819,אור גבאי,39,Male,רמת אביב ג',17356,Low
820,רמי כהן,25,Male,צמרת הפארק,14705,Low
821,תפארת דיין,21,Female,יפו ד',5773,High
822,רבקה וייס,35,Female,צמרת הפארק,16724,Low
823,אריה רובין,28,Male,צמרת הפארק,13303,Low
824,דן פרידמן,33,Male,יפו ד',5238,High
825,יהודה חדד,29,Male,יפו ד',5145,High
826,יאיר פרץ,28,Male,רמת אביב ג',15501,Low
827,אפרת רובין,27,Female,יפו ד',4881,Low
828,גד כהן,23,Male,יפו ד',4031,High
829,קרן ביטון,30,Female,יפו ד',4238,High
830,שמעון לוי,27,Male,יפו ד',5530,Low
831,מעיין פרץ,29,Female,צמרת הפארק,15298,Low
832,נירית לוי,31,Female,רמת אביב ג',16477,Low
833,אדווה פרץ,33,Female,רמת אביב ג',13331,Low
834,רון לוי,46,Male,רמת אביב ג',14195,Low
835,עמית דיין,26,Male,יפו ד',5379,Low
836,אבשלום אברהם,32,Male,צמרת הפארק,15506,Low
837,חנוך סגל,36,Male,צמרת הפארק,14507,Low
838,דוב כץ,27,Male,יפו ד',5957,High
839,לוי רובין,53,Male,רמת אביב ג',16093,Moderate
840,חנוך רובין,28,Male,צמרת הפארק,16368,Low
841,שיר אזולאי,49,Female,רמת אביב ג',17173,Low
842,אחינועם חדד,28,Female,יפו ד',4995,High
843,מתן אברהם,40,Male,יפו ד',5857,High
844,אביב מזרחי,27,Female,צמרת הפארק,13476,Low
845,משה אברהם,31,Male,רמת אביב ג',13002,Low
846,איתן חדד,47,Male,רמת אביב ג',13971,Low
847,עמנואל ביטון,43,Male,צמרת הפארק,15917,Low
848,רחל חדד,47,Female,רמת אביב ג',13690,Low
849,זכריה דיין,30,Male,רמת אביב ג',15281,Low
850,מורן דוד,38,Female,יפו ד',4443,High
851,דנה כץ,39,Female,צמרת הפארק,16120,Low
852,הדס חדד,30,Female,יפו ד',5725,High
853,נעמה פרידמן,38,Female,רמת אביב ג',16295,Moderate
854,רחב כהן,47,Female,רמת אביב ג',16741,Moderate
855,אורי כץ,27,Male,צמרת הפארק,16198,Low
856,גמליאל גבאי,26,Female,צמרת הפארק,16445,Low
857,גל אברהם,24,Female,יפו ד',5640,High
858,גיל דוד,29,Male,רמת אביב ג',15596,Moderate
859,אמנון פרידמן,52,Male,רמת אביב ג',14500,Moderate
860,רם פרץ,33,Male,יפו ד',4114,High
861,רועי אוחיון,28,Female,רמת אביב ג',15393,Moderate
862,שני גבאי,32,Female,רמת אביב ג',15697,Low
863,ירמיהו וייס,30,Male,רמת אביב ג',17049,Moderate
864,חגית מזרחי,28,Female,צמרת הפארק,15912,Low
865,יובל אברהם,38,Male,יפו ד',4304,High
866,ברק לוי,25,Male,צמרת הפארק,16559,Moderate
867,צבי דוד,21,Male,יפו ד',5809,High
868,אלעד ביטון,43,Male,רמת אביב ג',15413,Low
869,אמירה רובין,43,Female,רמת אביב ג',15643,Low
870,עדן כהן,28,Female,רמת אביב ג',13913,Moderate
871,יוסף סגל,21,Male,יפו ד',4650,High
872,חוה וייס,36,Female,רמת אביב ג',15972,Moderate
873,נטלי כץ,43,Female,רמת אביב ג',14160,Low
874,רמי אזולאי,40,Male,רמת אביב ג',14834,Low
875,יהודית דוד,38,Female,יפו ד',5707,Low
876,בנימין סגל,28,Male,צמרת הפארק,15997,Low
877,נירית כץ,33,Female,רמת אביב ג',15875,Low
878,לירון שפירא,29,Male,צמרת הפארק,16412,Low
879,אור רובין,29,Female,רמת אביב ג',15795,Low
880,טל כהן,23,Female,יפו ד',5923,High
881,גדעון אזולאי,31,Male,צמרת הפארק,13873,Moderate
882,אבשלום גבאי,31,Male,רמת אביב ג',14894,Moderate
883,עמיחי מזרחי,31,Male,צמרת הפארק,14049,Moderate
884,קיה פרידמן,29,Female,רמת אביב ג',15166,Low
885,עוזי פרץ,37,Male,צמרת הפארק,16020,Low
886,חביבה אוחיון,30,Female,רמת אביב ג',16194,Moderate
887,לי דיין,49,Female,צמרת הפארק,15958,Low
888,פנינה דיין,26,Female,צמרת הפארק,16894,Moderate
889,נחום לוי,30,Male,רמת אביב ג',17087,Moderate
890,אור אוחיון,30,Female,צמרת הפארק,15383,Moderate
891,צפורה פרידמן,26,Female,צמרת הפארק,14036,Moderate
892,אסף מזרחי,23,Male,יפו ד',4204,High
893,עזריה חדד,41,Male,רמת אביב ג',13220,Low
894,ברק דוד,33,Male,יפו ד',5904,High
895,יסמין דוד,25,Female,יפו ד',5460,High
896,בר אברהם,53,Female,צמרת הפארק,15205,Low
897,אריאלה מזרחי,48,Female,צמרת הפארק,13236,Low
898,נועם דיין,20,Male,יפו ד',4700,High
899,רחב כץ,37,Female,רמת אביב ג',13400,Low
900,גדעון חדד,29,Male,יפו ד',4529,High
901,יאיר סגל,23,Male,יפו ד',5519,Low
902,צהלה מזרחי,45,Female,יפו ד',5750,High
903,אלעד דוד,31,Male,צמרת הפארק,14103,Moderate
904,עדן חדד,47,Female,יפו ד',5919,High
905,נועה כהן,59,Female,רמת אביב ג',16161,Low
906,שירה כץ,34,Female,רמת אביב ג',14013,Low
907,צהלה רובין,26,Female,צמרת הפארק,15406,Moderate
908,עדי גבאי,32,Male,יפו ד',5115,High
909,רחל סגל,55,Female,צמרת הפארק,17395,Moderate
910,מרים אוחיון,34,Female,צמרת הפארק,13588,Low
911,זמירה רובין,25,Female,צמרת הפארק,14398,Moderate
912,שמשון אוחיון,47,Male,צמרת הפארק,14473,Low
913,רות גולדברג,31,Female,צמרת הפארק,13364,Low
914,הדס חדד,28,Female,רמת אביב ג',14497,Low
915,עמנואל פרץ,25,Male,צמרת הפארק,15235,Low
916,סיגל שפירא,21,Female,יפו ד',4664,High
917,מיכה כץ,27,Male,צמרת הפארק,14719,Low
918,אהבה אזולאי,33,Female,צמרת הפארק,15566,Low
919,דוד אברהם,29,Male,רמת אביב ג',14799,Low
920,תמיר רובין,29,Male,רמת אביב ג',15877,Low
921,עמנואל פרץ,27,Male,צמרת הפארק,13402,Moderate
922,יעלי דיין,41,Female,רמת אביב ג',16403,Low
923,מיכה אברהם,34,Male,יפו ד',5233,High
924,רם חדד,29,Male,רמת אביב ג',14572,Low
925,איתן חדד,27,Male,צמרת הפארק,13902,Low
926,עזריה פרידמן,23,Male,יפו ד',5736,High
927,טל שפירא,32,Male,רמת אביב ג',15957,Low
928,עזרא כץ,26,Male,צמרת הפארק,14529,Low
929,עמיחי ביטון,46,Male,רמת אביב ג',16310,Low
930,אור אברהם,43,Female,יפו ד',4170,High
931,מיכה אברהם,34,Male,רמת אביב ג',13929,Low
932,אדווה דוד,29,Female,רמת אביב ג',13792,Moderate
933,נתן דוד,25,Male,יפו ד',5315,High
934,שני וייס,28,Female,רמת אביב ג',14290,Low
935,מלכה בר,32,Female,רמת אביב ג',13804,Low
936,יהונתן פרץ,31,Male,צמרת הפארק,15011,Low
937,יחזקאל ביטון,52,Male,צמרת הפארק,13778,Low
938,לירון לוי,36,Female,רמת אביב ג',16689,Low
939,חוה שפירא,37,Female,צמרת הפארק,13722,Low
940,מרים וייס,31,Female,צמרת הפארק,15148,Low
941,יששכר פרידמן,31,Male,צמרת הפארק,15594,Moderate
942,אופיר גבאי,50,Female,צמרת הפארק,16250,Low
943,יעל מזרחי,36,Female,רמת אביב ג',14789,Moderate
944,אלה דיין,40,Female,צמרת הפארק,13121,Moderate
945,אלעזר אוחיון,44,Male,רמת אביב ג',14645,Moderate
946,בועז רובין,37,Male,צמרת הפארק,13819,Moderate
947,אהוד גבאי,42,Male,צמרת הפארק,14293,Low
948,רונית אוחיון,36,Female,יפו ד',4423,Low
