id,name,age,gender,neighborhood,income,consuming_sweet_drinks
456,Noam Avraham,30,Male,Kerem HaTeimanim,7886,Moderate
457,Talia Avraham,52,Female,Bavli,14552,Low
458,Avigail Levi,33,Female,Kerem HaTeimanim,6172,Low
459,Michal Haddad,26,Female,Kiryat Shalom,4144,Low
460,Shani Peretz,31,Female,Kiryat Shalom,4852,High
461,Noa Weiss,28,Female,Kerem HaTeimanim,6893,Low
462,Roni Weiss,26,Female,Kiryat Shalom,4727,High
463,Ido Segal,34,Male,Bavli,14676,Moderate
464,Neta David,28,Female,Bavli,14112,Moderate
465,Yosef Peretz,31,Male,Kiryat Shalom,4953,High
466,Avraham Weiss,51,Male,Kerem HaTeimanim,6598,Low
467,Michal Azoulay,33,Female,Kiryat Shalom,4119,Low
468,Neta Shapiro,29,Female,Bavli,14779,Low
469,Matan Goldberg,40,Male,Kerem HaTeimanim,6799,Low
470,Omer David,35,Male,Kerem HaTeimanim,6053,Low
471,Michal Katz,39,Female,Kiryat Shalom,4095,Low
472,Noa Friedman,50,Female,Bavli,13829,Low
473,Lior Katz,48,Male,Bavli,14746,Low
474,Michal David,44,Female,Bavli,16409,Moderate
475,Michal Cohen,32,Female,Bavli,15396,Low
476,Ido Katz,28,Male,Bavli,16694,Low
477,Shira Mizrahi,31,Female,Kerem HaTeimanim,7301,Moderate
478,Moshe Shapiro,28,Male,Kiryat Shalom,4072,High
479,Daniel Biton,53,Male,Bavli,15098,Low
480,Dana Goldberg,29,Female,Bavli,13397,Moderate
481,Liat Segal,29,Female,Kerem HaTeimanim,6628,Low
482,Ariel Goldberg,28,Male,Kiryat Shalom,5774,Low
483,Rotem Azoulay,37,Female,Kerem HaTeimanim,6872,Moderate
484,Avigail Dahan,34,Female,Bavli,13310,Low
485,Eli Ohayon,27,Male,Kiryat Shalom,5014,High
486,Yonatan Katz,37,Male,Kiryat Shalom,5712,High
487,Uri Levi,48,Male,Kerem HaTeimanim,6032,Low
488,Roni Mizrahi,26,Female,Kiryat Shalom,5779,High
489,Uri Bar,32,Male,Bavli,13447,Moderate
490,Itzhak Goldberg,39,Male,Kiryat Shalom,4635,High
491,Hila Peretz,33,Female,Kiryat Shalom,4601,High
492,Shani Biton,27,Female,Kiryat Shalom,5755,High
493,Roni Levi,27,Female,Kerem HaTeimanim,6288,Low
494,Sarah Avraham,27,Female,Kerem HaTeimanim,7384,Low
495,Tomer Weiss,41,Male,Kiryat Shalom,5593,High
496,Adi Avraham,30,Female,Bavli,16505,Low
497,Avraham Haddad,37,Male,Bavli,16678,Low
498,Michal Friedman,25,Female,Kiryat Shalom,4358,Low
499,Tomer Dahan,28,Male,Kerem HaTeimanim,7281,Moderate
500,Ben Cohen,27,Male,Kiryat Shalom,4149,High
501,Maya Weiss,38,Female,Bavli,13899,Low
502,Ben Azoulay,29,Male,Bavli,16988,Moderate
503,Ben Azoulay,58,Male,Bavli,14069,Low
504,Ben Rubin,28,Male,Kiryat Shalom,4506,Low
505,Avigail David,48,Female,Bavli,13359,Low
506,Adi Avraham,29,Female,Bavli,15310,Low
507,Noam Rubin,25,Male,Kiryat Shalom,4903,High
508,Maya Weiss,29,Female,Kiryat Shalom,5306,High
509,Avigail Goldberg,37,Female,Kerem HaTeimanim,6200,Moderate
510,Tomer Levi,48,Male,Bavli,15481,Low
511,Liat Haddad,26,Female,Kerem HaTeimanim,6612,Low
512,Lior Dahan,31,Male,Bavli,16279,Low
513,Moshe Goldberg,50,Male,Kerem HaTeimanim,7591,Low
514,Hadar Mizrahi,25,Female,Kerem HaTeimanim,7929,Low
515,Rotem Levi,37,Female,Kiryat Shalom,5257,High
516,Noa Friedman,25,Female,Kiryat Shalom,5702,High
517,Avigail Friedman,37,Female,Bavli,15675,Low
518,Ben Friedman,28,Male,Kiryat Shalom,5424,High
519,Roni Weiss,37,Female,Kerem HaTeimanim,7899,Low
520,Eli Katz,27,Male,Kiryat Shalom,4454,High
521,Maya Rubin,43,Female,Kiryat Shalom,4444,High
522,Adam Segal,34,Male,Kiryat Shalom,5897,High
523,Yael Azoulay,40,Female,Bavli,14645,Low
524,Hadar Biton,42,Female,Kiryat Shalom,4259,Low
525,Tamar Rubin,33,Female,Kiryat Shalom,5015,High
526,Daniel Cohen,39,Male,Bavli,17173,Low
527,Sarah Peretz,30,Female,Kiryat Shalom,5481,Low
528,Neta Levi,41,Female,Kerem HaTeimanim,6232,Low
529,Hadar Haddad,42,Female,Kiryat Shalom,4255,High
530,Avigail Weiss,26,Female,Kerem HaTeimanim,7316,Low
531,Neta Rubin,31,Female,Bavli,13052,Low
532,Noa Biton,27,Female,Kiryat Shalom,5331,High
533,Neta Dahan,27,Female,Kiryat Shalom,4756,High
534,Gal Haddad,56,Male,Bavli,13032,Low
535,Daniel Levi,29,Male,Bavli,15129,Moderate
536,Dana Katz,27,Female,Kerem HaTeimanim,7191,Moderate
537,Uri Friedman,54,Male,Kerem HaTeimanim,6427,Low
538,Adi Katz,40,Female,Bavli,16771,Low
539,Adam Rubin,34,Male,Kiryat Shalom,5186,Low
540,Moshe Segal,50,Male,Kerem HaTeimanim,6516,Moderate
541,Tamar Friedman,37,Female,Bavli,15222,Moderate
542,Ido Ohayon,31,Male,Kerem HaTeimanim,7580,Low
543,Shira Gabai,33,Female,Kerem HaTeimanim,6491,Moderate
544,Talia Katz,42,Female,Kiryat Shalom,4389,High
545,David Friedman,31,Male,Kiryat Shalom,5898,Low
546,Daniel David,35,Male,Bavli,15219,Moderate
547,Avraham Goldberg,28,Male,Kerem HaTeimanim,7958,Moderate
548,Esther Cohen,41,Female,Kerem HaTeimanim,7490,Low
549,Neta Rubin,38,Female,Kerem HaTeimanim,7575,Moderate
550,Yael Segal,57,Female,Bavli,16592,Low
551,Sarah Ohayon,37,Female,Kiryat Shalom,4007,High
552,Shira Rubin,29,Female,Kiryat Shalom,5744,Low
553,Liat Goldberg,28,Female,Kerem HaTeimanim,7393,Moderate
554,Ben Shapiro,30,Male,Kiryat Shalom,4000,Low
555,Liat Katz,34,Female,Bavli,15137,Low
556,Itzhak Cohen,30,Male,Bavli,14894,Low
557,Adi Bar,34,Female,Kiryat Shalom,4867,Low
558,Noa Segal,27,Female,Kerem HaTeimanim,6555,Moderate
559,Yosef Avraham,35,Male,Bavli,16107,Low
560,Omer Dahan,28,Male,Bavli,14907,Low
561,Ido Gabai,47,Male,Kiryat Shalom,5631,High
562,Avigail Cohen,34,Female,Bavli,15965,Low
563,Noam Shapiro,27,Male,Kerem HaTeimanim,6523,Moderate
564,Yael Mizrahi,27,Female,Kiryat Shalom,5222,High
565,Adam Haddad,30,Male,Bavli,14523,Moderate
566,Matan Shapiro,37,Male,Kiryat Shalom,5918,High
567,Liat Rubin,30,Female,Kerem HaTeimanim,6051,Low
568,Shira Peretz,46,Female,Kiryat Shalom,4176,High
569,Ben Peretz,32,Male,Kiryat Shalom,4038,Low
570,Neta Segal,26,Female,Kiryat Shalom,5406,Low
571,Yael Peretz,43,Female,Kiryat Shalom,5976,High
572,Roni Cohen,36,Female,Kerem HaTeimanim,7458,Moderate
573,Omer Azoulay,45,Male,Kerem HaTeimanim,6765,Moderate
574,Eli Cohen,40,Male,Kerem HaTeimanim,6822,Low
575,Sarah Azoulay,30,Female,Bavli,15061,Low
576,Maya Avraham,51,Female,Kiryat Shalom,5760,High
577,Tamar Avraham,37,Female,Bavli,17174,Low
578,David Gabai,33,Male,Kiryat Shalom,4054,High
579,Avigail Peretz,40,Female,Bavli,14080,Low
580,Adam Friedman,34,Male,Kiryat Shalom,4772,Low
581,Lior Katz,42,Male,Kiryat Shalom,4895,High
582,Adam Peretz,37,Male,Bavli,15524,Low
583,Shani Gabai,37,Female,Kiryat Shalom,5632,High
584,Hadar Ohayon,27,Female,Kiryat Shalom,4047,Low
585,Dana David,30,Female,Kerem HaTeimanim,6974,Low
586,Matan Cohen,29,Male,Bavli,14510,Moderate
587,Adi Peretz,28,Female,Kiryat Shalom,5816,Low
588,Ben Levi,44,Male,Kiryat Shalom,4323,Low
589,Ben Levi,32,Male,Bavli,16884,Low
590,David Katz,30,Male,Kiryat Shalom,5988,Low
591,Neta Bar,33,Female,Kiryat Shalom,4254,High
592,Eli Ohayon,33,Male,Kerem HaTeimanim,7500,Moderate
593,Ido Peretz,25,Male,Kiryat Shalom,5190,High
594,Itzhak Weiss,31,Male,Kerem HaTeimanim,7298,Moderate
595,Eitan Biton,26,Male,Kerem HaTeimanim,6612,Moderate
596,Esther Weiss,26,Female,Kiryat Shalom,5459,High
597,Ariel Katz,48,Male,Bavli,14434,Low
598,Dana Peretz,34,Female,Kiryat Shalom,4294,Low
599,Sarah Rubin,34,Female,Bavli,15224,Low
600,Esther Ohayon,33,Female,Bavli,13153,Low
601,Lior Friedman,31,Male,Kiryat Shalom,4370,High
602,Liat Friedman,27,Female,Kiryat Shalom,5389,Low
603,Sarah Cohen,27,Female,Kerem HaTeimanim,6038,Moderate
604,Adi Biton,59,Female,Bavli,13953,Low
605,Adi Levi,33,Female,Kiryat Shalom,4115,High
606,Yael Cohen,29,Female,Bavli,16126,Low
607,Daniel Katz,51,Male,Bavli,16052,Low
608,Dana Azoulay,29,Female,Kerem HaTeimanim,6961,Moderate
609,Shani Levi,26,Female,Kerem HaTeimanim,6607,Low
610,Uri Bar,44,Male,Kerem HaTeimanim,7862,Moderate
611,Dana Goldberg,37,Female,Kiryat Shalom,5499,High
612,Eli Peretz,25,Male,Kerem HaTeimanim,7000,Low
613,Rotem Peretz,57,Female,Bavli,16900,Moderate
614,Liat Bar,27,Female,Kerem HaTeimanim,7823,Low
615,Adam Goldberg,34,Male,Bavli,14234,Low
616,Roni Goldberg,38,Female,Kerem HaTeimanim,6990,Low
617,Shani Peretz,25,Female,Kerem HaTeimanim,6770,Low
618,Tamar David,50,Female,Bavli,16779,Low
619,Ido Shapiro,26,Male,Kerem HaTeimanim,6381,Moderate
620,Yosef Avraham,30,Male,Kiryat Shalom,4843,Low
621,Adi Peretz,34,Female,Kerem HaTeimanim,7938,Low
622,Ben Shapiro,26,Male,Kiryat Shalom,4907,Low
623,Uri Rubin,34,Male,Kiryat Shalom,5846,High
624,Maya Dahan,48,Female,Bavli,15937,Moderate
625,Adi Avraham,31,Female,Kerem HaTeimanim,6517,Low
626,Maya Levi,27,Female,Kerem HaTeimanim,7264,Low
627,Avigail Gabai,38,Female,Kerem HaTeimanim,6881,Moderate
628,Lior Weiss,34,Male,Bavli,16932,Moderate
629,Yael Segal,41,Female,Kerem HaTeimanim,6275,Low
630,Dana Ohayon,28,Female,Bavli,17252,Moderate
631,Omer Shapiro,41,Male,Bavli,17413,Moderate
632,Yonatan Friedman,34,Male,Bavli,15857,Low
633,Esther Haddad,30,Female,Kerem HaTeimanim,7601,Moderate
634,Avigail Cohen,30,Female,Bavli,16820,Low
635,Moshe David,37,Male,Kerem HaTeimanim,7441,Moderate
636,Tomer Rubin,34,Male,Bavli,16207,Low
637,Ido Peretz,26,Male,Kiryat Shalom,5104,High
638,Itzhak Segal,41,Male,Bavli,13093,Moderate
639,Dana Cohen,49,Female,Bavli,16002,Moderate
640,Matan Mizrahi,44,Male,Kerem HaTeimanim,7421,Moderate
641,Omer Gabai,30,Male,Bavli,17484,Moderate
642,Uri Segal,45,Male,Kiryat Shalom,5954,High
643,Esther Rubin,26,Female,Kerem HaTeimanim,6681,Moderate
644,Yonatan Haddad,44,Male,Kiryat Shalom,4338,High
645,Liat Cohen,32,Female,Kiryat Shalom,4016,Low
646,Shira Rubin,35,Female,Kiryat Shalom,5637,Low
647,Omer Ohayon,49,Male,Kiryat Shalom,4309,Low
648,Esther Friedman,27,Female,Kerem HaTeimanim,6363,Moderate
649,Leah Mizrahi,46,Female,Bavli,17188,Low
650,Yosef Haddad,45,Male,Kiryat Shalom,4700,High
651,Ben Ohayon,25,Male,Kerem HaTeimanim,6492,Moderate
652,Neta Peretz,26,Female,Kerem HaTeimanim,6419,Low
653,Gal Peretz,32,Male,Kiryat Shalom,4539,High
654,Yonatan Cohen,29,Male,Bavli,14537,Low
655,Shani Dahan,56,Female,Kerem HaTeimanim,6176,Moderate
656,Noam David,27,Male,Kiryat Shalom,4244,High
657,Avigail Ohayon,32,Female,Kiryat Shalom,5841,High
658,Shani Peretz,34,Female,Kiryat Shalom,5215,High
659,Roni Bar,35,Female,Kerem HaTeimanim,7992,Moderate
660,Ariel Segal,30,Male,Kerem HaTeimanim,6124,Moderate
661,Hadar Katz,39,Female,Bavli,16636,Low
662,Maya Weiss,45,Female,Bavli,14763,Low
663,Lior Goldberg,37,Male,Kerem HaTeimanim,6834,Low
664,Neta Cohen,30,Female,Kiryat Shalom,5232,High
665,Ben Bar,32,Male,Kiryat Shalom,5355,High
666,Sarah Levi,29,Female,Kerem HaTeimanim,7757,Low
667,Sarah Bar,27,Female,Kerem HaTeimanim,7162,Moderate
668,Shira Goldberg,28,Female,Kiryat Shalom,5529,High
669,Hadar Peretz,28,Female,Bavli,14951,Moderate
670,Dana Levi,26,Female,Kerem HaTeimanim,7180,Low
671,Matan Rubin,25,Male,Kerem HaTeimanim,7961,Moderate
672,Hadar Rubin,50,Female,Kiryat Shalom,5240,Low
673,Eli Friedman,36,Male,Bavli,16118,Moderate
674,Ido Ohayon,36,Male,Kerem HaTeimanim,7394,Moderate
675,Ben Katz,37,Male,Kiryat Shalom,5955,High
676,Yonatan Avraham,41,Male,Kerem HaTeimanim,7305,Moderate
677,Daniel Avraham,33,Male,Bavli,15633,Low
678,Ariel Peretz,26,Male,Kiryat Shalom,4959,High
679,Talia Cohen,25,Female,Kiryat Shalom,5317,High
680,Hadar Avraham,46,Female,Bavli,14863,Low
681,Shira Rubin,28,Female,Bavli,16319,Low
682,Maya Ohayon,41,Female,Kerem HaTeimanim,6140,Low
683,Moshe Haddad,51,Male,Kerem HaTeimanim,7336,Moderate
684,Adi Weiss,38,Female,Kerem HaTeimanim,6323,Low
685,Tamar Friedman,31,Female,Kiryat Shalom,4085,High
686,Uri Azoulay,55,Male,Kiryat Shalom,4110,High
687,Noam Ohayon,26,Male,Kiryat Shalom,4633,Low
688,Itzhak Levi,29,Male,Kiryat Shalom,5131,Low
689,Gal Friedman,31,Male,Bavli,14326,Moderate
690,Esther Weiss,40,Female,Kerem HaTeimanim,6181,Moderate
691,Hadar Bar,31,Female,Kiryat Shalom,5785,High
692,Omer Mizrahi,43,Male,Bavli,15424,Moderate
693,Dana Weiss,32,Female,Kiryat Shalom,4474,High
694,Noam Rubin,26,Male,Kerem HaTeimanim,7702,Low
695,Talia Haddad,26,Female,Kerem HaTeimanim,6979,Moderate
696,Lior Biton,33,Male,Bavli,17188,Low
697,David Dahan,37,Male,Bavli,17448,Low
698,Hadar Levi,51,Female,Kiryat Shalom,5650,High
699,Uri Haddad,32,Male,Kerem HaTeimanim,7880,Low
700,Talia Azoulay,32,Female,Bavli,13908,Moderate
701,Yosef Cohen,35,Male,Bavli,15553,Moderate
702,Eli Azoulay,32,Male,Bavli,15972,Moderate
703,Lior Bar,28,Male,Kiryat Shalom,5382,High
704,Eli Shapiro,38,Male,Kerem HaTeimanim,6878,Moderate
705,Yosef Friedman,28,Male,Kerem HaTeimanim,7482,Moderate
706,Yosef Mizrahi,43,Male,Bavli,14066,Moderate
707,Esther Rubin,36,Female,Kiryat Shalom,4705,High
708,Liat David,51,Female,Bavli,17053,Low
709,Ido Ohayon,31,Male,Kerem HaTeimanim,7558,Moderate
710,Hadar Mizrahi,40,Female,Kiryat Shalom,4558,Low
711,Hila Katz,41,Female,Bavli,16849,Low
712,Neta Peretz,28,Female,Bavli,17353,Low
713,Tamar Levi,30,Female,Bavli,17223,Moderate
714,Noa Katz,28,Female,Kerem HaTeimanim,7965,Moderate
715,Moshe Friedman,30,Male,Kerem HaTeimanim,7539,Moderate
716,Talia Katz,26,Female,Kerem HaTeimanim,7819,Low
717,Talia Friedman,41,Female,Bavli,15960,Low
718,Itzhak Biton,41,Male,Bavli,16759,Low
719,Moshe Segal,34,Male,Kiryat Shalom,4110,High
720,Noam Goldberg,26,Male,Kerem HaTeimanim,6136,Moderate
721,Omer Haddad,28,Male,Kiryat Shalom,4764,Low
722,Ben Weiss,47,Male,Kiryat Shalom,5440,Low
723,Yosef Goldberg,25,Male,Kerem HaTeimanim,6171,Moderate
724,Esther Segal,33,Female,Bavli,16063,Low
725,Ben Ohayon,44,Male,Bavli,13436,Low
726,Tomer Shapiro,33,Male,Kiryat Shalom,4834,High
727,Itzhak Haddad,28,Male,Kerem HaTeimanim,6101,Low
728,Matan Mizrahi,27,Male,Kerem HaTeimanim,7939,Moderate
729,Talia Friedman,34,Female,Bavli,13943,Low
730,Ido Levi,27,Male,Kerem HaTeimanim,7880,Low
731,Shira Friedman,34,Female,Kiryat Shalom,5566,High
732,Tomer Dahan,27,Male,Kiryat Shalom,4475,High
733,Eitan Bar,25,Male,Kiryat Shalom,5508,High
734,Matan Goldberg,34,Male,Kiryat Shalom,5212,High
735,Michal Bar,39,Female,Kerem HaTeimanim,7074,Low
736,Sarah Cohen,28,Female,Kerem HaTeimanim,6556,Low
737,Maya Haddad,43,Female,Kerem HaTeimanim,7057,Moderate
738,Hila Bar,35,Female,Kerem HaTeimanim,7841,Moderate
739,Eitan Friedman,29,Male,Kiryat Shalom,4055,Low
740,Sarah Avraham,30,Female,Kerem HaTeimanim,7713,Low
741,Avigail Weiss,33,Female,Kiryat Shalom,5676,High
742,Lior Ohayon,30,Male,Bavli,13785,Moderate
743,Yael Shapiro,42,Female,Kiryat Shalom,5380,High
744,Noa Katz,30,Female,Kerem HaTeimanim,7151,Moderate
745,Michal Ohayon,28,Female,Bavli,13345,Low
746,Gal Gabai,54,Male,Bavli,14891,Moderate
747,Neta Rubin,34,Female,Bavli,17025,Low
748,Roni Shapiro,33,Female,Kiryat Shalom,5137,High
749,Ben Peretz,35,Male,Bavli,15154,Low
750,Leah Friedman,30,Female,Bavli,13602,Low
751,Adam Haddad,29,Male,Bavli,17342,Low
752,Eitan Segal,45,Male,Kerem HaTeimanim,6901,Moderate
753,Avigail Segal,30,Female,Bavli,13213,Low
754,Gal Levi,37,Male,Kerem HaTeimanim,6229,Low
755,Daniel Ohayon,32,Male,Kerem HaTeimanim,7070,Low
756,Roni Katz,28,Female,Kiryat Shalom,5976,High
757,Esther Katz,32,Female,Kiryat Shalom,4310,Low
758,Moshe Rubin,28,Male,Kiryat Shalom,4847,High
759,Shira Azoulay,31,Female,Bavli,17061,Low
760,Michal Gabai,37,Female,Kiryat Shalom,4817,Low
761,Shira Goldberg,32,Female,Bavli,14992,Low
762,Tamar Gabai,41,Female,Kerem HaTeimanim,7106,Moderate
763,Esther Cohen,56,Female,Bavli,16506,Low
764,Tamar Ohayon,39,Female,Kerem HaTeimanim,7280,Moderate
765,Eitan Goldberg,26,Male,Kerem HaTeimanim,6133,Moderate
766,Avigail Segal,41,Female,Kiryat Shalom,4348,Low
767,Michal Azoulay,47,Female,Kiryat Shalom,4846,Low
768,Eitan Peretz,47,Male,Kerem HaTeimanim,6767,Low
769,Leah Goldberg,33,Female,Kerem HaTeimanim,7206,Moderate
770,Liat Haddad,44,Female,Kiryat Shalom,5633,High
771,Lior Ohayon,35,Male,Kiryat Shalom,5256,High
772,Yael Goldberg,39,Female,Bavli,15615,Low
773,Yonatan Biton,36,Male,Kiryat Shalom,4678,High
774,Noam Rubin,30,Male,Kiryat Shalom,5652,High
775,David Rubin,37,Male,Kerem HaTeimanim,7522,Low
776,Michal David,28,Female,Bavli,15482,Low
777,Avigail Azoulay,31,Female,Bavli,13016,Low
778,Moshe Cohen,32,Male,Bavli,17393,Low
779,Shira Shapiro,25,Female,Kiryat Shalom,4724,High
780,Daniel Katz,28,Male,Kerem HaTeimanim,7004,Low
781,Hila Cohen,34,Female,Bavli,16326,Moderate
782,Uri Levi,33,Male,Kiryat Shalom,4378,High
783,Hadar Weiss,25,Female,Kerem HaTeimanim,7692,Moderate
784,Michal Avraham,40,Female,Kiryat Shalom,4574,High
785,Yosef Friedman,33,Male,Bavli,13735,Moderate
786,Noa Gabai,25,Female,Kiryat Shalom,5711,High
787,Itzhak Azoulay,28,Male,Kiryat Shalom,4377,High
788,Dana Goldberg,26,Female,Kiryat Shalom,4901,High
789,Gal Haddad,27,Male,Kerem HaTeimanim,7239,Moderate
790,Yael Katz,30,Female,Kiryat Shalom,5448,Low
791,Eli Cohen,45,Male,Kiryat Shalom,4610,Low
792,Adam Katz,34,Male,Bavli,15696,Moderate
793,Esther Rubin,33,Female,Kerem HaTeimanim,6191,Low
794,Yonatan Dahan,51,Male,Kiryat Shalom,4226,High
795,Lior Dahan,32,Male,Bavli,15668,Low
796,Sarah Rubin,40,Female,Bavli,16527,Moderate
797,Avraham Mizrahi,33,Male,Kerem HaTeimanim,7570,Moderate
798,Tomer Mizrahi,29,Male,Bavli,15779,Low
799,Ariel Levi,27,Male,Kiryat Shalom,5385,High
800,Rotem Peretz,28,Female,Kerem HaTeimanim,7234,Low
801,Dana Avraham,35,Female,Kiryat Shalom,4229,High
802,Ben Katz,32,Male,Kiryat Shalom,5099,High
803,Hadar Shapiro,28,Female,Bavli,16698,Low
804,Ben Dahan,31,Male,Kiryat Shalom,4442,High
805,Leah Friedman,40,Female,Kiryat Shalom,4444,Low
806,Hila Ohayon,44,Female,Kerem HaTeimanim,7278,Low
807,Ben Shapiro,36,Male,Kerem HaTeimanim,6491,Low
808,Moshe Gabai,30,Male,Kerem HaTeimanim,7272,Low
809,Dana Azoulay,43,Female,Bavli,15739,Low
810,Shani Peretz,36,Female,Bavli,13059,Low
811,Omer Goldberg,32,Male,Bavli,15560,Low
812,Yosef Ohayon,32,Male,Kiryat Shalom,4028,Low
813,Roni Ohayon,25,Female,Kerem HaTeimanim,7059,Moderate
814,Matan Avraham,50,Male,Bavli,15867,Low
815,Moshe Rubin,32,Male,Kiryat Shalom,4035,High
816,Rotem Bar,44,Female,Bavli,14965,Low
817,Daniel Gabai,28,Male,Kiryat Shalom,5896,High
818,Hila Mizrahi,33,Female,Bavli,17433,Moderate
819,Adam Cohen,29,Male,Kiryat Shalom,5988,High
820,Moshe Weiss,45,Male,Bavli,15040,Low
821,Yosef Avraham,35,Male,Kiryat Shalom,4098,Low
822,Adi Cohen,26,Female,Kiryat Shalom,5174,High
823,David Weiss,30,Male,Bavli,13215,Low
824,Daniel Cohen,39,Male,Bavli,14571,Low
825,Liat Dahan,28,Female,Kiryat Shalom,4181,Low
826,Neta Levi,26,Female,Kiryat Shalom,4985,High
827,Avraham Gabai,48,Male,Bavli,15360,Low
828,Tomer Weiss,35,Male,Bavli,15955,Moderate
829,Tamar Gabai,28,Female,Bavli,13090,Low
830,Maya Weiss,45,Female,Kiryat Shalom,4040,Low
831,Noa Cohen,33,Female,Kerem HaTeimanim,6814,Low
832,Maya Friedman,31,Female,Kerem HaTeimanim,6187,Moderate
833,Lior Segal,29,Male,Kerem HaTeimanim,7132,Low
834,Avigail Segal,36,Female,Bavli,15599,Low
835,Gal Friedman,30,Male,Kerem HaTeimanim,7847,Low
836,Ariel Goldberg,30,Male,Kerem HaTeimanim,6287,Low
837,Maya Rubin,29,Female,Kiryat Shalom,5970,Low
838,Uri Haddad,27,Male,Kiryat Shalom,4072,High
839,Adi Dahan,30,Female,Kiryat Shalom,5989,Low
840,Ariel Goldberg,32,Male,Kiryat Shalom,4596,High
841,Avraham Shapiro,45,Male,Bavli,13694,Low
842,Tamar Ohayon,30,Female,Kerem HaTeimanim,7790,Moderate
843,Sarah Biton,32,Female,Bavli,15300,Low
844,Gal Weiss,33,Male,Kiryat Shalom,5433,High
845,Moshe Shapiro,36,Male,Kerem HaTeimanim,7584,Low
846,Roni Levi,26,Female,Kiryat Shalom,5951,High
847,Dana Segal,36,Female,Kerem HaTeimanim,6561,Low
848,Hila Mizrahi,47,Female,Kerem HaTeimanim,6751,Low
849,Yonatan Katz,31,Male,Kerem HaTeimanim,6095,Low
850,Moshe David,53,Male,Bavli,15790,Low
851,Tomer Peretz,27,Male,Kerem HaTeimanim,6976,Low
852,Daniel Gabai,33,Male,Kerem HaTeimanim,6833,Moderate
853,Uri Peretz,49,Male,Bavli,15065,Moderate
854,Eitan Segal,46,Male,Kerem HaTeimanim,7210,Moderate
855,Noa David,52,Female,Bavli,17006,Moderate
856,Talia Katz,26,Female,Kerem HaTeimanim,6743,Moderate
857,Hila Avraham,28,Female,Bavli,14803,Low
858,Adi Cohen,36,Female,Kiryat Shalom,5689,High
859,Michal Haddad,32,Female,Kiryat Shalom,5490,High
860,Esther Peretz,46,Female,Bavli,16555,Low
861,Ben Dahan,29,Male,Bavli,13745,Moderate
862,Sarah Levi,36,Female,Kiryat Shalom,4186,Low
863,Shani Haddad,41,Female,Kerem HaTeimanim,6093,Moderate
864,Shira David,48,Female,Bavli,15568,Moderate
865,Matan Segal,40,Male,Kiryat Shalom,5299,Low
866,Hadar Segal,30,Female,Kiryat Shalom,5341,Low
867,Leah Avraham,27,Female,Kerem HaTeimanim,7877,Low
868,Talia Segal,32,Female,Bavli,13021,Moderate
869,Michal Mizrahi,28,Female,Kerem HaTeimanim,7102,Low
870,Matan Gabai,32,Male,Kerem HaTeimanim,7796,Low
871,Yonatan Bar,50,Male,Kiryat Shalom,4037,Low
872,Itzhak Segal,29,Male,Bavli,15477,Low
873,Daniel Cohen,37,Male,Kerem HaTeimanim,6898,Low
874,Talia Goldberg,28,Female,Kiryat Shalom,4610,High
875,Avigail Gabai,28,Female,Kerem HaTeimanim,6776,Moderate
876,Esther David,30,Female,Kerem HaTeimanim,7658,Low
877,Rotem David,29,Female,Bavli,16087,Low
878,Omer Weiss,26,Male,Kerem HaTeimanim,7740,Moderate
879,Uri Mizrahi,29,Male,Bavli,16460,Low
880,Hadar Bar,35,Female,Kiryat Shalom,4960,Low
881,Hila David,25,Female,Kiryat Shalom,4449,Low
882,Ben Weiss,36,Male,Bavli,16227,Low
883,Ben Biton,26,Male,Kiryat Shalom,5376,High
884,David Peretz,39,Male,Kiryat Shalom,4069,High
885,Esther Avraham,41,Female,Bavli,14940,Low
886,Talia Katz,38,Female,Bavli,13813,Low
887,Maya Haddad,30,Female,Kerem HaTeimanim,6024,Moderate
888,Eitan Katz,28,Male,Kiryat Shalom,5199,High
889,Lior Katz,29,Male,Kiryat Shalom,5641,Low
890,Omer Avraham,31,Male,Kerem HaTeimanim,6995,Moderate
891,Yonatan Ohayon,35,Male,Bavli,15699,Low
892,Esther Dahan,32,Female,Kerem HaTeimanim,6107,Low
893,Yosef Azoulay,45,Male,Kerem HaTeimanim,7506,Low
894,Noam Levi,27,Male,Kerem HaTeimanim,6930,Low
895,Dana Haddad,26,Female,Kiryat Shalom,4842,High
896,Adam David,30,Male,Kerem HaTeimanim,7161,Low
897,Rotem Haddad,30,Female,Bavli,15184,Low
898,Hila Peretz,25,Female,Kerem HaTeimanim,6083,Low
899,Michal Biton,28,Female,Kerem HaTeimanim,7409,Moderate
900,Adam Katz,46,Male,Bavli,14102,Moderate
901,Dana Segal,47,Female,Bavli,14684,Moderate
902,Shani Shapiro,30,Female,Bavli,13371,Low
903,Eitan Rubin,36,Male,Kiryat Shalom,4904,High
904,Roni Peretz,28,Female,Bavli,14217,Moderate
905,Shani Friedman,26,Female,Kerem HaTeimanim,6874,Moderate
906,Tamar Gabai,37,Female,Bavli,16358,Low
907,Esther Shapiro,28,Female,Kerem HaTeimanim,6905,Moderate
908,Dana Katz,35,Female,Kerem HaTeimanim,6908,Low
909,Tomer Shapiro,55,Male,Bavli,16439,Low
910,Adi Rubin,25,Female,Kerem HaTeimanim,7152,Moderate
911,Leah David,52,Female,Kerem HaTeimanim,6507,Low
912,Neta Peretz,25,Female,Kerem HaTeimanim,7676,Moderate
