id,name,age,gender,neighborhood,income,consuming_sweet_drinks
506,עדן גבאי,27,Female,כרם התימנים,6186,Low
507,יובל שפירא,31,Male,בבלי,17019,Moderate
508,סיגל שפירא,20,Female,שפירא,4102,High
509,אמירה גבאי,26,Female,שפירא,5128,High
510,אשר גולדברג,26,Male,כרם התימנים,7525,Moderate
511,טל דיין,33,Female,בבלי,17099,Low
512,אמנון רובין,32,Male,כרם התימנים,6087,Low
513,יאיר בר,32,Male,שפירא,4165,High
514,מיכאל דוד,30,Male,בבלי,17475,Low
515,יובל ביטון,33,Male,שפירא,4216,Low
516,אורי וייס,26,Male,כרם התימנים,6730,Low
517,עודד מזרחי,38,Male,בבלי,17225,Low
518,רבקה סגל,27,Female,שפירא,5020,High
519,לוי לוי,38,Male,בבלי,17002,Low
520,זאב שפירא,23,Male,שפירא,4361,Low
521,רנית חדד,29,Female,כרם התימנים,6205,Low
522,אריה אוחיון,22,Male,שפירא,5202,High
523,אמירה סגל,34,Female,כרם התימנים,7227,Low
524,אהרון בר,36,Male,שפירא,5165,High
525,שלומית בר,30,Female,כרם התימנים,7360,Low
526,שחר פרץ,50,Male,בבלי,16889,Low
527,גל ביטון,26,Female,כרם התימנים,7671,Moderate
528,הילה אזולאי,31,Female,שפירא,5857,High
529,שקד פרץ,24,Female,שפירא,5814,High
530,אדה מזרחי,20,Female,שפירא,4036,High
531,ניר דוד,38,Male,שפירא,4476,Low
532,דפנה דיין,35,Female,כרם התימנים,6458,Low
533,אור אזולאי,28,Male,כרם התימנים,6459,Low
534,יששכר לוי,27,Male,כרם התימנים,7930,Low
535,אלחנן אברהם,41,Male,בבלי,16212,Moderate
536,רון סגל,28,Male,שפירא,5874,Low
537,רינת אברהם,28,Female,כרם התימנים,6230,Moderate
538,יהודית אזולאי,25,Female,שפירא,5581,Low
539,מאי פרץ,41,Female,כרם התימנים,7005,Moderate
540,איתן בר,21,Male,שפירא,5490,High
541,מאיר גבאי,41,Male,בבלי,13202,Low
542,ירמיהו דיין,31,Male,שפירא,5809,High
543,קיה פרידמן,20,Female,שפירא,5383,High
544,נירית אברהם,40,Female,שפירא,5106,High
545,עמיחי דוד,31,Male,בבלי,14951,Moderate
546,עזריה ביטון,28,Male,בבלי,13615,Low
547,אהרון מזרחי,25,Male,כרם התימנים,6552,Moderate
548,משה גבאי,33,Male,כרם התימנים,6046,Low
549,רון כץ,20,Male,שפירא,4505,High
550,נועה כהן,31,Female,בבלי,13928,Low
551,סיגל דיין,32,Female,כרם התימנים,7106,Moderate
552,חנה וייס,23,Female,שפירא,4133,High
553,מלכה אברהם,41,Female,כרם התימנים,6857,Low
554,רועי כהן,51,Female,בבלי,15110,Low
555,שחר אוחיון,33,Female,שפירא,4625,High
556,בר מזרחי,33,Female,כרם התימנים,6827,Moderate
557,אמנון שפירא,28,Male,בבלי,15127,Moderate
558,בועז לוי,27,Male,כרם התימנים,7283,Moderate
559,נתן סגל,29,Male,כרם התימנים,7776,Moderate
560,תפארת גבאי,45,Female,בבלי,15930,Moderate
561,מורן פרץ,30,Female,בבלי,16437,Low
562,הדס כהן,49,Female,בבלי,14487,Low
563,יהודה בר,37,Male,כרם התימנים,6381,Moderate
564,אברהם בר,45,Male,שפירא,5440,High
565,שמואל ביטון,31,Male,בבלי,14119,Moderate
566,גיל חדד,31,Male,בבלי,15629,Low
567,מיכל דוד,44,Female,בבלי,15202,Low
568,אלחנן גולדברג,29,Male,כרם התימנים,6930,Moderate
569,נחמיה דוד,22,Male,שפירא,5752,Low
570,קרן מזרחי,31,Female,בבלי,15624,Moderate
571,אור דוד,26,Female,שפירא,5347,High
572,אמיר פרץ,30,Male,בבלי,15087,Low
573,זוהר אוחיון,37,Female,כרם התימנים,6558,Low
574,נתן לוי,32,Male,בבלי,15496,Moderate
575,שמחה בר,34,Male,שפירא,5274,High
576,רונית סגל,40,Female,בבלי,14109,Low
577,שחר פרץ,25,Female,כרם התימנים,6524,Moderate
578,עינב רובין,36,Female,כרם התימנים,7281,Low
579,נטלי חדד,21,Female,שפירא,4036,High
580,מתן אברהם,37,Male,כרם התימנים,7988,Moderate
581,יובל אוחיון,41,Male,כרם התימנים,6852,Low
582,עדי סגל,33,Male,בבלי,16055,Moderate
583,יובל ביטון,31,Male,כרם התימנים,6765,Moderate
584,גיל שפירא,30,Male,שפירא,4685,High
585,מאיר בר,35,Male,בבלי,16382,Low
586,אריאל מזרחי,31,Male,בבלי,16023,Moderate
587,ראובן גולדברג,28,Male,כרם התימנים,7747,Moderate
588,רנית רובין,35,Female,שפירא,4296,High
589,מרים רובין,25,Female,כרם התימנים,7033,Moderate
590,תמר חדד,39,Female,שפירא,5628,High
591,שושנה גולדברג,35,Female,כרם התימנים,7475,Low
592,חגי אזולאי,35,Male,שפירא,5745,High
593,אהבה אוחיון,29,Female,בבלי,13758,Low
594,אדה חדד,27,Female,שפירא,5660,High
595,אלעד וייס,25,Male,כרם התימנים,6329,Moderate
596,גילה גולדברג,26,Female,שפירא,4463,High
597,לאה דוד,27,Female,שפירא,5717,High
598,שמשון לוי,30,Male,שפירא,4853,Low
599,אמנון דוד,32,Male,כרם התימנים,7402,Low
600,יאיר אזולאי,24,Male,שפירא,4795,High
601,אמיר לוי,40,Male,שפירא,4004,High
602,עמית דוד,27,Male,כרם התימנים,7544,Low
603,טל אזולאי,38,Male,בבלי,16296,Low
604,צבי סגל,29,Male,בבלי,17311,Moderate
605,נפתלי גבאי,30,Male,כרם התימנים,6924,Low
606,עידן גבאי,37,Male,בבלי,13938,Low
607,בת-שבע וייס,26,Female,שפירא,5647,High
608,יעל מזרחי,28,Female,כרם התימנים,6571,Low
609,יעקב אזולאי,29,Male,בבלי,14651,Low
610,ענת כהן,22,Female,שפירא,4601,High
611,עזרא דוד,37,Male,כרם התימנים,7451,Moderate
612,דפנה חדד,41,Female,בבלי,13834,Low
613,עדן דיין,28,Female,כרם התימנים,6525,Low
614,לי מזרחי,20,Female,שפירא,4811,High
615,שירה גבאי,40,Female,שפירא,4830,High
616,הדס אברהם,35,Female,בבלי,15658,Low
617,שלמה גולדברג,31,Male,כרם התימנים,7862,Low
618,מתן סגל,32,Male,בבלי,16690,Moderate
619,גילה בר,33,Female,שפירא,5628,Low
620,חגי פרץ,43,Male,כרם התימנים,6357,Moderate
621,אילנה רובין,25,Female,שפירא,4353,High
622,ליה אברהם,40,Female,בבלי,16289,Low
623,אור דיין,26,Female,כרם התימנים,7392,Low
624,רם דוד,29,Male,בבלי,14231,Low
625,חביבה לוי,28,Female,כרם התימנים,6173,Low
626,דפנה גבאי,30,Female,כרם התימנים,7752,Low
627,רועי פרידמן,22,Male,שפירא,5045,High
628,אדווה גולדברג,38,Female,כרם התימנים,7750,Moderate
629,אבשלום מזרחי,29,Male,שפירא,5749,Low
630,מאי אברהם,28,Female,כרם התימנים,6906,Moderate
631,אלעד סגל,47,Male,בבלי,16204,Moderate
632,שירה כהן,36,Female,בבלי,13086,Low
633,יששכר סגל,20,Male,שפירא,4693,High
634,יצחק שפירא,28,Male,כרם התימנים,7473,Moderate
635,אמירה מזרחי,21,Female,שפירא,5728,High
636,אבשלום כהן,28,Male,כרם התימנים,7385,Low
637,אור מזרחי,44,Male,שפירא,5676,Low
638,רות ביטון,22,Female,שפירא,5981,Low
639,חביבה לוי,26,Female,כרם התימנים,6844,Moderate
640,בנימין ביטון,41,Male,שפירא,4608,High
641,רחל וייס,29,Female,שפירא,5806,Low
642,אלעזר אברהם,38,Male,שפירא,5062,Low
643,שלמה שפירא,25,Male,כרם התימנים,7769,Low
644,עופר דיין,29,Male,בבלי,13595,Low
645,דן וייס,40,Male,כרם התימנים,6202,Moderate
646,ליאת וייס,29,Female,בבלי,13968,Low
647,רועי גבאי,22,Male,שפירא,4555,High
648,שקד כהן,26,Female,כרם התימנים,7575,Moderate
649,קרן כהן,33,Female,בבלי,14003,Low
650,אברהם אברהם,33,Male,בבלי,14603,Low
651,עופר ביטון,26,Male,שפירא,5419,High
652,חביבה בר,42,Female,שפירא,4434,High
653,מלכה לוי,44,Female,כרם התימנים,6700,Low
654,נועם אברהם,24,Male,שפירא,5927,High
655,יאיר מזרחי,39,Male,בבלי,15501,Low
656,מרים אוחיון,36,Female,שפירא,4383,High
657,אבישי אוחיון,23,Male,שפירא,5637,High
658,אפרת מזרחי,30,Female,בבלי,17138,Low
659,חגית דוד,36,Female,בבלי,15573,Low
660,דוב פרידמן,29,Male,בבלי,13427,Low
661,יחזקאל כץ,25,Male,שפירא,5829,High
662,גדעון סגל,43,Male,כרם התימנים,7913,Low
663,גילה גבאי,31,Female,כרם התימנים,7160,Moderate
664,רות וייס,27,Female,שפירא,4293,High
665,מעיין סגל,30,Female,כרם התימנים,6770,Low
666,עודד כהן,31,Male,כרם התימנים,7237,Moderate
667,אלה פרידמן,28,Female,בבלי,15361,Low
668,אביב אזולאי,55,Female,בבלי,13560,Moderate
669,אווה גולדברג,27,Female,כרם התימנים,7165,Low
670,עמיחי דוד,44,Male,כרם התימנים,7842,Low
671,אפרת חדד,44,Female,בבלי,17081,Low
672,שרה סגל,43,Female,שפירא,4874,Low
673,אירית כהן,26,Female,כרם התימנים,7995,Low
674,שמעון גולדברג,31,Male,בבלי,16107,Moderate
675,עודד חדד,25,Male,שפירא,5242,High
676,רחב דיין,30,Female,שפירא,4663,High
677,יעל גבאי,37,Female,שפירא,5658,Low
678,לוי כהן,42,Male,שפירא,5604,High
679,רועי מזרחי,26,Male,שפירא,5545,High
680,אבישי בר,21,Male,שפירא,4524,High
681,רועי אוחיון,40,Female,בבלי,14477,Low
682,משה חדד,37,Male,שפירא,4164,High
683,עופר רובין,35,Male,בבלי,16981,Moderate
684,רינת לוי,55,Female,כרם התימנים,6346,Low
685,דפנה שפירא,33,Female,בבלי,15107,Low
686,יהודית פרידמן,35,Female,בבלי,15304,Low
687,גילה שפירא,54,Female,כרם התימנים,7111,Moderate
688,בועז בר,32,Male,בבלי,14737,Low
689,כלב אזולאי,31,Male,בבלי,13145,Low
690,שמשון סגל,30,Male,כרם התימנים,7923,Low
691,מיכל מזרחי,30,Female,כרם התימנים,7914,Moderate
692,אבנר מזרחי,42,Male,כרם התימנים,6152,Moderate
693,אמנון בר,50,Male,שפירא,4911,High
694,רחב כהן,38,Female,בבלי,15742,Low
695,עמנואל לוי,25,Male,כרם התימנים,7451,Moderate
696,רמי שפירא,30,Male,כרם התימנים,7790,Low
697,גבריאל חדד,40,Male,כרם התימנים,7977,Low
698,אלונה אזולאי,46,Female,כרם התימנים,7950,Low
699,נחמיה פרץ,48,Male,בבלי,16687,Low
700,רחל פרץ,37,Female,בבלי,14094,Low
701,אריאל סגל,35,Male,שפירא,5403,High
702,תפארת פרץ,39,Female,שפירא,4035,High
703,עדן לוי,36,Female,בבלי,13328,Low
704,שי אברהם,35,Male,כרם התימנים,6491,Moderate
705,מורן ביטון,31,Female,שפירא,5413,High
706,רינת ביטון,32,Female,כרם התימנים,6264,Moderate
707,נטלי שפירא,21,Female,שפירא,4438,High
708,דינה רובין,28,Female,כרם התימנים,7057,Moderate
709,ירמיהו בר,34,Male,כרם התימנים,6907,Moderate
710,אלחנן מזרחי,24,Male,שפירא,4771,Low
711,לוי חדד,47,Male,בבלי,14165,Moderate
712,בר גולדברג,22,Female,שפירא,5425,High
713,רחב פרידמן,48,Female,בבלי,15314,Low
714,יענה חדד,22,Female,שפירא,5469,Low
715,אביב בר,29,Male,שפירא,5885,Low
716,חנוך פרץ,26,Male,כרם התימנים,7279,Moderate
717,גד דוד,25,Male,שפירא,5579,High
718,תפארת דיין,45,Female,בבלי,16671,Low
719,מעכה אברהם,54,Female,בבלי,16870,Low
720,גבריאל בר,22,Male,שפירא,5253,High
721,דוד שפירא,40,Male,כרם התימנים,6455,Moderate
722,חוה פרידמן,39,Female,כרם התימנים,7054,Moderate
723,יששכר אברהם,22,Male,שפירא,4277,High
724,טל ביטון,24,Female,שפירא,5299,High
725,נפתלי וייס,24,Male,שפירא,4921,High
726,מתן כץ,49,Male,שפירא,5607,High
727,מעכה כץ,25,Female,שפירא,5407,Low
728,אהבה ביטון,25,Female,כרם התימנים,7993,Low
729,ראובן בר,37,Male,שפירא,5723,High
730,שמחה אוחיון,37,Male,שפירא,4963,High
731,ניר בר,28,Male,כרם התימנים,7256,Moderate
732,עזרא גבאי,30,Male,כרם התימנים,7497,Moderate
733,מתיה סגל,31,Female,כרם התימנים,6955,Moderate
734,אדה לוי,27,Female,כרם התימנים,7475,Moderate
735,אילנה ביטון,55,Female,כרם התימנים,6967,Low
736,גד רובין,29,Male,כרם התימנים,7454,Low
737,עוזי דיין,24,Male,שפירא,5211,High
738,אילנה גבאי,34,Female,כרם התימנים,7906,Moderate
739,אהבה חדד,44,Female,בבלי,15783,Low
740,יאיר פרץ,30,Male,כרם התימנים,6811,Low
741,רועי וייס,39,Male,בבלי,15836,Moderate
742,יאיר רובין,33,Male,כרם התימנים,6513,Moderate
743,אביגדור אזולאי,30,Male,בבלי,13482,Moderate
744,שמחה לוי,30,Male,בבלי,14096,Low
745,זאב כהן,28,Male,בבלי,13581,Low
746,אברהם פרידמן,36,Male,שפירא,4893,High
747,אסף פרידמן,31,Male,שפירא,5727,Low
748,אדה ביטון,22,Female,שפירא,5815,High
749,מאיר אזולאי,33,Male,בבלי,14637,Low
750,אביב וייס,34,Female,בבלי,13985,Low
751,אהוד אוחיון,36,Male,שפירא,5007,High
752,אמיר בר,22,Male,שפירא,4118,High
753,לאה בר,33,Female,כרם התימנים,6772,Low
754,דפנה גולדברג,44,Female,שפירא,5527,High
755,יובל אברהם,38,Male,בבלי,14914,Low
756,ורד אזולאי,36,Female,בבלי,17482,Low
757,מרים אוחיון,39,Female,בבלי,13385,Low
758,פנינה גבאי,34,Female,כרם התימנים,6935,Low
759,עמנואל שפירא,31,Male,שפירא,4732,High
760,יובל אזולאי,39,Male,בבלי,14885,Low
761,זאב רובין,28,Male,בבלי,13873,Moderate
762,אריאלה גולדברג,27,Female,כרם התימנים,6932,Low
763,משה ביטון,28,Male,בבלי,15757,Low
764,אביגדור אוחיון,30,Male,כרם התימנים,6629,Low
765,ליה חדד,41,Female,שפירא,5554,High
766,נוגה בר,49,Female,כרם התימנים,6409,Moderate
767,רפאל חדד,25,Male,שפירא,4501,Low
768,לי סגל,42,Female,כרם התימנים,7161,Low
769,מלכה גבאי,44,Female,כרם התימנים,6862,Low
770,גדעון בר,26,Male,שפירא,4796,High
771,אלונה אברהם,30,Female,כרם התימנים,7625,Moderate
772,אלקנה גולדברג,23,Male,שפירא,5679,Low
773,אהרון כץ,39,Male,בבלי,15470,Low
774,יששכר אוחיון,23,Male,שפירא,4524,Low
775,ליה דיין,39,Female,בבלי,15004,Low
776,אופיר רובין,21,Female,שפירא,5870,Low
777,סיגל אוחיון,37,Female,בבלי,13792,Low
778,מזל רובין,24,Female,שפירא,4829,High
779,דינה סגל,28,Female,שפירא,5450,Low
780,אור אזולאי,32,Male,כרם התימנים,6512,Moderate
781,סתיו סגל,26,Female,כרם התימנים,7849,Moderate
782,יהונתן אזולאי,31,Male,כרם התימנים,6594,Low
783,רות אוחיון,31,Female,כרם התימנים,6206,Low
784,עמוס דיין,43,Male,כרם התימנים,6027,Low
785,ורד אזולאי,27,Female,כרם התימנים,6561,Moderate
786,רועי ביטון,42,Female,בבלי,17466,Low
787,גיל דוד,31,Male,שפירא,4599,High
788,רינת רובין,31,Female,שפירא,5875,High
789,אלחנן שפירא,28,Male,כרם התימנים,6485,Low
790,ליאת גולדברג,33,Female,כרם התימנים,7874,Low
791,שי גולדברג,35,Male,בבלי,13392,Moderate
792,זאב אברהם,36,Male,בבלי,15328,Moderate
793,אביב ביטון,26,Male,כרם התימנים,7027,Moderate
794,דוב דיין,52,Male,בבלי,15654,Low
795,נעמי דיין,40,Female,בבלי,15222,Moderate
796,יהודה ביטון,25,Male,שפירא,5858,Low
797,עדן דיין,31,Female,בבלי,16235,Low
798,מורן פרידמן,46,Female,שפירא,5191,High
799,נחום חדד,23,Male,שפירא,5367,Low
800,אליהו פרץ,30,Male,בבלי,13989,Low
801,טל וייס,38,Male,בבלי,14730,Low
802,אביגיל בר,28,Female,שפירא,4329,High
803,שלומית אוחיון,25,Female,כרם התימנים,7305,Moderate
804,רונית סגל,29,Female,בבלי,14992,Low
805,חן מזרחי,30,Female,כרם התימנים,7378,Moderate
806,נדב אברהם,27,Male,שפירא,5602,Low
807,יעל אזולאי,52,Female,בבלי,14161,Low
808,שחר אוחיון,30,Male,שפירא,4560,High
809,נחום לוי,51,Male,בבלי,13998,Moderate
810,מיכל דיין,40,Female,בבלי,15443,Low
811,סיגל אזולאי,35,Female,כרם התימנים,7851,Low
812,זבולון דוד,33,Male,כרם התימנים,6822,Moderate
813,הדס כץ,36,Female,שפירא,4026,High
814,נעמה אוחיון,30,Female,בבלי,13920,Low
815,אמירה ביטון,29,Female,כרם התימנים,6131,Moderate
816,רחל גבאי,33,Female,בבלי,16804,Low
817,אופיר סגל,40,Female,בבלי,15918,Moderate
818,צדוק דיין,24,Male,שפירא,4318,High
819,אריאל דיין,41,Male,שפירא,5884,Low
820,שיר דוד,26,Female,כרם התימנים,7552,Low
821,אחינועם חדד,25,Female,כרם התימנים,7869,Moderate
822,אלעזר כץ,33,Male,כרם התימנים,7040,Moderate
823,עומר פרידמן,35,Male,בבלי,14819,Low
824,תמיר וייס,34,Male,כרם התימנים,6599,Low
825,אביב דיין,28,Male,בבלי,14956,Low
826,שי גבאי,34,Male,בבלי,14150,Low
827,עמית מזרחי,27,Male,כרם התימנים,6916,Low
828,נחמיה פרץ,36,Male,כרם התימנים,6607,Moderate
829,ליאור לוי,40,Male,שפירא,5481,High
830,שיר חדד,30,Female,שפירא,5946,High
831,ניר בר,31,Male,שפירא,5123,High
832,דור פרץ,42,Male,בבלי,13720,Low
833,אלון אזולאי,36,Male,בבלי,17226,Low
834,יואב סגל,29,Male,בבלי,13691,Low
835,אורי אברהם,27,Male,כרם התימנים,6095,Moderate
836,אליהו דיין,35,Male,שפירא,5432,High
837,יוסף גבאי,42,Male,שפירא,5719,High
838,דוד דיין,46,Male,שפירא,5624,Low
839,אמיר אוחיון,22,Male,שפירא,4757,Low
840,עמיחי שפירא,32,Male,שפירא,4635,High
841,יעלי סגל,33,Female,בבלי,16750,Low
842,רינת כהן,24,Female,שפירא,4813,High
843,נועה כץ,30,Female,בבלי,16705,Low
844,אביגיל דיין,20,Female,שפירא,5533,Low
845,זמירה אזולאי,27,Female,כרם התימנים,7343,Moderate
846,עמיחי חדד,34,Male,כרם התימנים,6699,Moderate
847,חוה גולדברג,45,Female,בבלי,15461,Low
848,יעקב פרידמן,33,Male,שפירא,5784,High
849,חנוך גבאי,23,Male,שפירא,4246,High
850,רינת כץ,32,Female,שפירא,5278,High
851,נעמה חדד,35,Female,שפירא,4718,High
852,לירון וייס,31,Male,בבלי,15810,Low
853,יששכר לוי,39,Male,שפירא,4568,High
854,ברק חדד,60,Male,בבלי,13459,Low
855,עמיחי כץ,33,Male,כרם התימנים,6547,Low
856,חביבה רובין,28,Female,שפירא,5226,High
857,שמעון אברהם,36,Male,כרם התימנים,7871,Low
858,יגאל שפירא,27,Male,שפירא,5439,Low
859,ליבי גבאי,25,Female,כרם התימנים,7856,Moderate
860,יסמין כהן,33,Female,בבלי,15922,Low
861,עודד פרידמן,45,Male,כרם התימנים,7882,Low
862,קיה גבאי,26,Female,כרם התימנים,7703,Moderate
863,צהלה כץ,28,Female,בבלי,16727,Low
864,טל בר,52,Male,בבלי,16059,Low
865,נפתלי וייס,41,Male,בבלי,14436,Low
866,לוי חדד,31,Male,בבלי,15817,Low
867,אהבה ביטון,53,Female,כרם התימנים,7039,Low
868,בועז פרץ,42,Male,כרם התימנים,7931,Moderate
869,אביב אזולאי,36,Male,כרם התימנים,6505,Moderate
870,מאי וייס,36,Female,בבלי,17180,Low
871,הילה רובין,22,Female,שפירא,5658,High
872,זבולון מזרחי,34,Male,בבלי,14010,Low
873,עמנואל אוחיון,44,Male,בבלי,16403,Low
874,רם גולדברג,26,Male,שפירא,5929,High
875,שמואל בר,21,Male,שפירא,5078,High
876,יאיר וייס,44,Male,בבלי,15048,Moderate
877,רם אברהם,32,Male,שפירא,4062,High
878,משה וייס,27,Male,כרם התימנים,7341,Low
879,אלון אברהם,57,Male,בבלי,17032,Low
880,נועה וייס,23,Female,שפירא,5639,High
881,שרה ביטון,25,Female,שפירא,5586,Low
882,אופיר דיין,33,Female,כרם התימנים,7026,Moderate
883,יענה כהן,36,Female,כרם התימנים,7926,Moderate
884,יששכר אברהם,23,Male,שפירא,5284,High
885,אריאלה ביטון,44,Female,כרם התימנים,7075,Low
886,רפאל סגל,29,Male,שפירא,4391,High
887,הדס סגל,43,Female,בבלי,13588,Moderate
888,נחום אברהם,30,Male,בבלי,16413,Low
889,דפנה אזולאי,29,Female,בבלי,16630,Low
890,אבישי וייס,29,Male,בבלי,15850,Moderate
891,אליהו בר,21,Male,שפירא,4195,High
892,יעקב לוי,32,Male,כרם התימנים,6572,Moderate
893,תמיר ביטון,27,Male,שפירא,4776,Low
894,ליאור גבאי,35,Male,כרם התימנים,6893,Low
895,נחום רובין,36,Male,בבלי,17068,Moderate
896,קיה שפירא,23,Female,שפירא,4117,Low
897,צדוק גבאי,28,Male,שפירא,4303,High
898,צהלה דוד,23,Female,שפירא,4772,Low
899,בנימין מזרחי,33,Male,כרם התימנים,6165,Moderate
900,אדווה דיין,39,Female,בבלי,14143,Moderate
901,אבנר פרידמן,35,Male,שפירא,4908,High
902,דינה לוי,30,Female,כרם התימנים,6589,Moderate
903,אלחנן אוחיון,39,Male,כרם התימנים,6207,Low
904,גבריאל גולדברג,41,Male,בבלי,14023,Moderate
905,חוה דיין,29,Female,שפירא,4628,Low
906,חביבה רובין,50,Female,כרם התימנים,7974,Moderate
907,אמירה ביטון,36,Female,בבלי,14859,Moderate
908,חנה גבאי,27,Female,כרם התימנים,7310,Low
909,תפארת בר,52,Female,כרם התימנים,7899,Moderate
910,זאב כהן,32,Male,כרם התימנים,6655,Moderate
911,גדעון לוי,30,Male,כרם התימנים,6500,Low
912,רונית גבאי,34,Female,כרם התימנים,7246,Low
913,ענת מזרחי,41,Female,כרם התימנים,6962,Low
914,עודד אוחיון,21,Male,שפירא,5419,High
915,מתיה לוי,38,Female,כרם התימנים,6574,Low
916,עמיחי פרץ,26,Male,כרם התימנים,6724,Low
917,מיכה ביטון,39,Male,כרם התימנים,6658,Low
918,אביב פרידמן,20,Female,שפירא,5479,High
919,ירמיהו חדד,28,Male,בבלי,14765,Moderate
920,קרן כץ,42,Female,כרם התימנים,7383,Moderate
921,גל אוחיון,27,Female,כרם התימנים,6030,Moderate
922,עמיחי ביטון,43,Male,כרם התימנים,6957,Moderate
923,מעיין ביטון,27,Female,כרם התימנים,6829,Low
924,בועז גבאי,39,Male,שפירא,4701,High
925,רחל חדד,41,Female,בבלי,15510,Moderate
926,אברהם רובין,34,Male,בבלי,13230,Low
927,שחר דיין,35,Female,כרם התימנים,6803,Moderate
928,תמר כץ,37,Female,בבלי,16251,Low
929,אחינועם בר,40,Female,בבלי,16612,Low
930,רון ביטון,43,Male,שפירא,4857,Low
931,זוהר גבאי,29,Female,שפירא,4599,High
932,אריאלה גבאי,22,Female,שפירא,5733,High
933,רחב אברהם,26,Female,שפירא,4464,High
934,שקד גולדברג,44,Female,שפירא,5483,Low
935,עומר פרידמן,31,Male,בבלי,15687,Low
936,שמשון סגל,21,Male,שפירא,4374,Low
937,רחב גבאי,29,Female,כרם התימנים,6669,Low
938,יחיאל פרידמן,38,Male,בבלי,16114,Low
939,רינת כץ,20,Female,שפירא,5953,High
940,איתן פרץ,29,Male,בבלי,15075,Low
941,רם דוד,21,Male,שפירא,4465,Low
942,לירון פרץ,27,Male,שפירא,5837,High
943,עמיחי פרץ,29,Male,כרם התימנים,7756,Low
944,יהודה אוחיון,27,Male,כרם התימנים,7235,Low
945,אלון פרץ,22,Male,שפירא,4930,High
946,אריה גולדברג,61,Male,בבלי,14098,Low
947,זמירה פרץ,23,Female,שפירא,5813,High
948,שושנה דוד,22,Female,שפירא,4106,High
949,בר פרידמן,32,Female,בבלי,16509,Low
950,ניר סגל,29,Male,שפירא,4932,High
951,חוה וייס,25,Female,כרם התימנים,7215,Moderate
952,יצחק בר,44,Male,בבלי,16390,Low
953,מאי שפירא,24,Female,שפירא,4146,High
954,אמיר פרידמן,31,Male,כרם התימנים,7791,Low
955,אסף וייס,32,Male,כרם התימנים,6432,Moderate
956,בת-שבע כץ,35,Female,שפירא,5129,Low
957,שני בר,37,Female,בבלי,15416,Low
958,שירה כץ,28,Female,כרם התימנים,6008,Low
959,יחיאל כהן,32,Male,כרם התימנים,7067,Low
960,שמשון פרץ,37,Male,כרם התימנים,7071,Moderate
961,אור פרידמן,21,Male,שפירא,4988,Low
962,שלמה אוחיון,29,Male,בבלי,14316,Low
963,יסמין אזולאי,30,Female,כרם התימנים,7484,Low
964,רם וייס,26,Male,כרם התימנים,6373,Moderate
965,מאיר לוי,36,Male,כרם התימנים,7914,Moderate
966,אמירה חדד,32,Female,כרם התימנים,6885,Moderate
967,יחזקאל פרץ,32,Male,בבלי,14208,Moderate
968,זוהר לוי,35,Female,שפירא,5294,High
969,ליאור לוי,36,Male,כרם התימנים,6043,Moderate
970,רונה סגל,24,Female,שפירא,4568,High
971,יהונתן דוד,34,Male,בבלי,16064,Low
972,רות פרידמן,30,Female,בבלי,15928,Low
973,גבריאל דוד,20,Male,שפירא,4434,High
974,אריה פרץ,28,Male,כרם התימנים,6725,Moderate
975,שלמה גולדברג,55,Male,כרם התימנים,7062,Low
976,אורי וייס,30,Male,בבלי,13205,Moderate
977,אליהו בר,30,Male,כרם התימנים,7609,Moderate
978,אברהם שפירא,54,Male,בבלי,13181,Low
979,מיכאל וייס,34,Male,כרם התימנים,6751,Moderate
980,זמירה שפירא,36,Female,בבלי,17000,Moderate
981,שיר דוד,29,Female,בבלי,14990,Low
982,מעיין לוי,50,Female,בבלי,16751,Low
983,אלונה רובין,29,Female,שפירא,4150,High
984,ירמיהו פרידמן,34,Male,בבלי,16246,Low
985,ירמיהו מזרחי,49,Male,בבלי,17180,Low
986,נעמי שפירא,26,Female,כרם התימנים,7876,Moderate
987,סתיו שפירא,21,Female,שפירא,5053,High
988,אסף גבאי,34,Male,בבלי,15395,Moderate
989,הדס וייס,21,Female,שפירא,4841,High
990,לוי כץ,34,Male,בבלי,14562,Low
991,צפורה ביטון,52,Female,כרם התימנים,6778,Moderate
992,לירון כץ,27,Female,כרם התימנים,6716,Moderate
993,נועה אוחיון,43,Female,כרם התימנים,6667,Low
994,אברהם אוחיון,32,Male,בבלי,13257,Low
995,רנית רובין,29,Female,בבלי,13171,Low
996,יואב חדד,54,Male,בבלי,17020,Low
997,עמית שפירא,56,Male,כרם התימנים,7055,Low
998,לירון חדד,25,Female,כרם התימנים,7133,Low
999,יעקב חדד,26,Male,כרם התימנים,7126,Moderate
1000,עומר שפירא,36,Male,שפירא,5306,Low
