id,name,age,gender,neighborhood,income,consuming_sweet_drinks
513,David Levi,35,Male,Neve Tzedek,8271,Low
514,Daniel Biton,32,Male,Shapira,5951,Low
515,Matan Biton,23,Male,Shapira,5054,Low
516,Avraham Avraham,42,Male,Ajami,4773,High
517,Shani Goldberg,29,Female,Shapira,4627,High
518,Esther Haddad,21,Female,Ajami,4474,Low
519,Hila Cohen,26,Female,Ajami,4932,High
520,Hila Segal,44,Female,Ajami,4603,High
521,Omer Avraham,35,Male,Shapira,4368,High
522,Sarah Segal,38,Female,Ajami,5241,Low
523,Noa Shapiro,29,Female,Neve Tzedek,9127,Moderate
524,Yosef Levi,24,Male,Shapira,4296,Low
525,Ido Shapiro,38,Male,Ajami,4633,High
526,Michal Mizrahi,37,Female,Shapira,5931,Low
527,Itzhak Levi,23,Male,Ajami,5838,Low
528,Sarah Dahan,30,Female,Neve Tzedek,11801,Low
529,Eitan Bar,21,Male,Ajami,5126,High
530,Dana Haddad,37,Female,Ajami,4825,High
531,Michal Bar,33,Female,Shapira,4565,High
532,Itzhak Biton,36,Male,Ajami,5935,High
533,Rotem Gabai,36,Female,Ajami,5618,High
534,Moshe Bar,23,Male,Shapira,5622,High
535,David Azoulay,21,Male,Shapira,4847,High
536,Rotem David,22,Female,Shapira,4123,Low
537,Neta Mizrahi,23,Female,Ajami,5326,High
538,Leah Weiss,49,Female,Ajami,5538,High
539,Matan Segal,47,Male,Neve Tzedek,9598,Low
540,Adi Bar,25,Female,Neve Tzedek,9592,Moderate
541,Shira Haddad,43,Female,Neve Tzedek,12140,Low
542,Uri Cohen,27,Male,Ajami,4336,Low
543,Talia Cohen,25,Female,Neve Tzedek,12191,Low
544,Maya David,29,Female,Ajami,5454,High
545,Eitan Avraham,20,Male,Ajami,4744,Low
546,Esther Avraham,30,Female,Ajami,4762,High
547,Itzhak Shapiro,23,Male,Shapira,5473,High
548,Adam Gabai,30,Male,Ajami,5087,High
549,Itzhak Dahan,37,Male,Shapira,5386,Low
550,Sarah Levi,25,Female,Neve Tzedek,9674,Low
551,Omer Bar,28,Male,Neve Tzedek,10866,Low
552,Maya Peretz,30,Female,Neve Tzedek,9538,Low
553,Omer Levi,28,Male,Ajami,4292,Low
554,Gal Weiss,32,Male,Neve Tzedek,11432,Low
555,Noam Friedman,42,Male,Neve Tzedek,8453,Low
556,Michal Levi,47,Female,Shapira,4318,Low
557,David Peretz,30,Male,Neve Tzedek,12189,Low
558,Roni Cohen,27,Female,Shapira,5905,High
559,Leah Shapiro,28,Female,Ajami,4878,High
560,Noa Azoulay,32,Female,Ajami,4701,High
561,Matan Gabai,38,Male,Ajami,4272,Low
562,Avigail Peretz,26,Female,Shapira,5583,High
563,Noam Weiss,30,Male,Neve Tzedek,11430,Low
564,Daniel Peretz,27,Male,Neve Tzedek,9377,Low
565,Yael Avraham,23,Female,Shapira,5919,Low
566,Moshe Shapiro,24,Male,Ajami,5537,Low
567,Avigail Gabai,43,Female,Shapira,4474,High
568,Roni Rubin,23,Female,Shapira,4292,Low
569,Lior David,34,Male,Shapira,5827,Low
570,Lior Katz,29,Male,Shapira,5986,High
571,Yael Dahan,23,Female,Ajami,5176,Low
572,Ben Cohen,26,Male,Ajami,4481,High
573,Hila Dahan,26,Female,Neve Tzedek,8616,Low
574,Esther Segal,25,Female,Shapira,5136,High
575,Ariel Biton,27,Male,Shapira,4288,High
576,Ariel Shapiro,50,Male,Ajami,4417,High
577,Yael Levi,28,Female,Neve Tzedek,12861,Low
578,Roni Rubin,26,Female,Ajami,5198,High
579,Sarah Shapiro,34,Female,Ajami,5511,High
580,Adi Gabai,35,Female,Ajami,5662,High
581,Adam Rubin,27,Male,Ajami,4475,High
582,Shira Avraham,27,Female,Neve Tzedek,8541,Moderate
583,Noam Dahan,26,Male,Neve Tzedek,9269,Low
584,Lior Peretz,46,Male,Shapira,4821,High
585,Noam Levi,24,Male,Ajami,5975,High
586,Yael Bar,39,Female,Ajami,4588,High
587,Noam Friedman,28,Male,Neve Tzedek,12448,Low
588,Yonatan Ohayon,32,Male,Shapira,4916,High
589,Neta Friedman,20,Female,Ajami,5744,High
590,Ben Goldberg,26,Male,Neve Tzedek,10274,Low
591,Avigail Ohayon,30,Female,Neve Tzedek,12457,Low
592,Uri Mizrahi,32,Male,Shapira,5441,High
593,Lior Bar,21,Male,Ajami,5550,High
594,Ariel Ohayon,47,Male,Neve Tzedek,8955,Low
595,Noam Levi,23,Male,Shapira,4796,Low
596,Talia Avraham,29,Female,Ajami,5849,Low
597,Dana Azoulay,23,Female,Ajami,5327,High
598,Ido David,34,Male,Shapira,4467,High
599,Ariel Katz,38,Male,Neve Tzedek,8393,Moderate
600,Hila Mizrahi,24,Female,Ajami,5510,High
601,Ariel Gabai,39,Male,Neve Tzedek,11738,Low
602,Michal Ohayon,21,Female,Ajami,5506,High
603,Adam Rubin,31,Male,Shapira,4266,High
604,Hila Avraham,26,Female,Ajami,4906,High
605,Dana Katz,30,Female,Shapira,4174,Low
606,Omer Gabai,28,Male,Neve Tzedek,12248,Low
607,Moshe Azoulay,27,Male,Neve Tzedek,8951,Low
608,Yosef Azoulay,20,Male,Ajami,4424,Low
609,Daniel Haddad,37,Male,Ajami,5796,High
610,Neta Biton,23,Female,Shapira,5424,High
611,Ido David,40,Male,Shapira,4350,High
612,Yonatan Segal,26,Male,Neve Tzedek,11264,Low
613,Esther Bar,35,Female,Ajami,5230,High
614,David Katz,29,Male,Neve Tzedek,11015,Moderate
615,Hadar Haddad,28,Female,Neve Tzedek,8882,Low
616,Roni Gabai,30,Female,Neve Tzedek,11015,Moderate
617,Eli Ohayon,42,Male,Neve Tzedek,9244,Moderate
618,Tamar Mizrahi,37,Female,Neve Tzedek,8411,Low
619,Yonatan Gabai,25,Male,Neve Tzedek,9680,Moderate
620,Itzhak Mizrahi,32,Male,Ajami,5059,High
621,Michal David,46,Female,Ajami,5294,Low
622,Dana Biton,34,Female,Shapira,5006,High
623,Neta Cohen,31,Female,Neve Tzedek,8596,Low
624,Leah Segal,26,Female,Shapira,5086,High
625,Itzhak Rubin,33,Male,Shapira,5803,High
626,Roni Segal,21,Female,Shapira,5564,High
627,Ariel Dahan,30,Male,Ajami,5333,High
628,Ariel Ohayon,25,Male,Neve Tzedek,11935,Low
629,Noa Bar,22,Female,Shapira,5991,Low
630,Maya Levi,24,Female,Ajami,4483,High
631,Roni Bar,33,Female,Neve Tzedek,10551,Low
632,Daniel Levi,25,Male,Shapira,4642,High
633,Daniel Avraham,43,Male,Ajami,5543,High
634,Hadar Azoulay,33,Female,Shapira,5020,High
635,Ben Segal,28,Male,Ajami,4670,High
636,Rotem Gabai,37,Female,Ajami,4569,Low
637,Adi Avraham,36,Female,Ajami,4497,High
638,Dana Bar,29,Female,Neve Tzedek,9488,Low
639,Rotem Bar,26,Female,Neve Tzedek,9745,Low
640,Liat Segal,38,Female,Shapira,5287,Low
641,Noa Haddad,27,Female,Shapira,5598,High
642,Neta Mizrahi,26,Female,Ajami,4889,High
643,Sarah Peretz,21,Female,Shapira,4069,High
644,Leah David,28,Female,Ajami,5594,Low
645,Avraham Goldberg,25,Male,Ajami,5638,High
646,Roni Bar,29,Female,Neve Tzedek,9622,Low
647,Michal Levi,26,Female,Ajami,4067,High
648,Itzhak Bar,28,Male,Shapira,5814,High
649,Tomer Friedman,33,Male,Neve Tzedek,12077,Low
650,Moshe Peretz,35,Male,Ajami,5501,High
651,Roni Ohayon,29,Female,Shapira,4490,Low
652,Shani Rubin,34,Female,Ajami,4838,High
653,Eitan Gabai,23,Male,Ajami,5332,High
654,Talia Mizrahi,21,Female,Ajami,4793,Low
655,Uri Gabai,23,Male,Ajami,5644,High
656,Avigail Avraham,39,Female,Neve Tzedek,8438,Low
657,Eitan Levi,39,Male,Neve Tzedek,9236,Moderate
658,Avraham Gabai,38,Male,Neve Tzedek,11956,Low
659,Shira Biton,26,Female,Ajami,5229,High
660,Roni Dahan,33,Female,Neve Tzedek,9648,Low
661,Tamar Katz,20,Female,Ajami,4473,High
662,Ido Levi,21,Male,Ajami,5632,Low
663,David Friedman,24,Male,Shapira,4167,High
664,David Segal,35,Male,Ajami,5658,High
665,Itzhak Goldberg,22,Male,Shapira,4120,Low
666,Yael Ohayon,21,Female,Ajami,4452,High
667,Rotem Dahan,31,Female,Ajami,4950,High
668,Noam Friedman,45,Male,Ajami,4483,Low
669,Hadar Friedman,25,Female,Shapira,5179,High
670,Noam Avraham,24,Male,Shapira,5296,High
671,Hila Rubin,25,Female,Shapira,4712,High
672,Avraham David,49,Male,Shapira,5033,High
673,Yosef Dahan,27,Male,Ajami,5204,Low
674,Moshe Levi,32,Male,Neve Tzedek,10710,Low
675,Avigail David,36,Female,Shapira,4204,High
676,Adi Friedman,21,Female,Shapira,5688,High
677,Adi Ohayon,41,Female,Neve Tzedek,9710,Moderate
678,Yael Rubin,32,Female,Ajami,4990,Low
679,Neta Mizrahi,27,Female,Shapira,4154,Low
680,Ido Haddad,48,Male,Ajami,4605,High
681,Avraham Friedman,27,Male,Ajami,4431,High
682,Ben Weiss,37,Male,Neve Tzedek,12890,Moderate
683,Lior Mizrahi,39,Male,Ajami,5473,High
684,Maya Azoulay,45,Female,Ajami,5527,High
685,Maya Levi,22,Female,Ajami,5737,High
686,Matan Segal,32,Male,Shapira,4840,High
687,Ariel Friedman,22,Male,Shapira,4844,High
688,Dana Segal,36,Female,Neve Tzedek,9234,Moderate
689,Dana Bar,27,Female,Neve Tzedek,8609,Moderate
690,Gal Biton,39,Male,Ajami,5222,High
691,Yonatan Segal,24,Male,Ajami,4196,High
692,Leah Bar,33,Female,Shapira,5250,High
693,Roni Weiss,20,Female,Ajami,5329,High
694,Sarah Avraham,25,Female,Ajami,4320,High
695,Shani Haddad,37,Female,Shapira,4612,High
696,Esther Cohen,39,Female,Shapira,5325,High
697,Liat Weiss,31,Female,Neve Tzedek,9177,Low
698,Noam Ohayon,42,Male,Shapira,4525,Low
699,Eli Peretz,24,Male,Shapira,4615,High
700,Ben Bar,23,Male,Ajami,5258,High
701,Neta Avraham,39,Female,Shapira,5546,High
702,Eli Peretz,33,Male,Neve Tzedek,9388,Moderate
703,Shira Shapiro,24,Female,Ajami,5622,High
704,Avraham Bar,26,Male,Neve Tzedek,12193,Moderate
705,Shira Shapiro,25,Female,Ajami,5489,High
706,Leah Dahan,20,Female,Ajami,4155,High
707,Lior Mizrahi,28,Male,Shapira,5074,High
708,Hila Haddad,21,Female,Ajami,5673,High
709,Adi Levi,34,Female,Neve Tzedek,10005,Low
710,David Weiss,26,Male,Neve Tzedek,9092,Low
711,Leah Bar,25,Female,Neve Tzedek,9961,Low
712,Neta Dahan,27,Female,Ajami,4071,High
713,Esther Segal,38,Female,Shapira,4822,Low
714,Yonatan Levi,29,Male,Neve Tzedek,10897,Moderate
715,Sarah Cohen,23,Female,Ajami,4066,Low
716,Eitan Mizrahi,26,Male,Shapira,5295,High
717,Shani Mizrahi,36,Female,Shapira,5524,High
718,Hadar Shapiro,47,Female,Shapira,5107,Low
719,Avigail Mizrahi,25,Female,Ajami,4973,Low
720,Michal Haddad,40,Female,Neve Tzedek,9104,Low
721,Tomer Cohen,34,Male,Shapira,4090,Low
722,Maya Dahan,25,Female,Neve Tzedek,8378,Low
723,Matan Shapiro,29,Male,Ajami,5869,Low
724,Rotem Haddad,31,Female,Ajami,4981,High
725,Talia Biton,20,Female,Shapira,5827,High
726,Noa Shapiro,28,Female,Ajami,5417,High
727,Lior Avraham,23,Male,Shapira,4603,High
728,Hadar Shapiro,33,Female,Neve Tzedek,8526,Low
729,Adam Biton,39,Male,Shapira,5237,Low
730,Shira Segal,30,Female,Neve Tzedek,8136,Low
731,Avraham David,41,Male,Neve Tzedek,9828,Low
732,Hila Bar,27,Female,Neve Tzedek,10312,Low
733,Yosef Mizrahi,29,Male,Neve Tzedek,12450,Moderate
734,Roni Dahan,22,Female,Shapira,4870,High
735,David Shapiro,21,Male,Ajami,4234,High
736,Ariel Avraham,33,Male,Ajami,4164,High
737,Roni Friedman,26,Female,Shapira,5626,High
738,Shani Rubin,24,Female,Shapira,5877,High
739,Gal Friedman,27,Male,Neve Tzedek,11940,Low
740,Avraham Ohayon,32,Male,Shapira,4408,High
741,Tomer Biton,44,Male,Shapira,5010,High
742,Hila Segal,31,Female,Neve Tzedek,10588,Low
743,Noa Mizrahi,26,Female,Neve Tzedek,9193,Moderate
744,Shani Peretz,28,Female,Neve Tzedek,9251,Moderate
745,Noam Friedman,33,Male,Neve Tzedek,9605,Low
746,Avraham Cohen,37,Male,Shapira,5332,High
747,Tomer Rubin,40,Male,Shapira,5548,Low
748,Avigail Weiss,22,Female,Ajami,5207,High
749,David Dahan,22,Male,Ajami,5976,Low
750,Avigail Shapiro,44,Female,Shapira,5455,High
751,Liat David,43,Female,Neve Tzedek,9832,Low
752,Yael Bar,32,Female,Ajami,5080,High
753,Liat Goldberg,24,Female,Ajami,4662,Low
754,Hadar Katz,21,Female,Shapira,4235,Low
755,Yosef Segal,20,Male,Shapira,4012,High
756,Avigail Levi,21,Female,Ajami,4078,Low
757,Yael Avraham,29,Female,Shapira,5311,Low
758,Yael Mizrahi,28,Female,Shapira,4101,Low
759,Shani Weiss,39,Female,Ajami,4073,High
760,Lior Biton,26,Male,Neve Tzedek,8972,Low
761,Adam Shapiro,48,Male,Neve Tzedek,11446,Low
762,Moshe Friedman,21,Male,Ajami,5372,High
763,Noam Rubin,31,Male,Ajami,5895,Low
764,Eli Friedman,54,Male,Neve Tzedek,12682,Moderate
765,Moshe Segal,26,Male,Ajami,5903,High
766,Shani Azoulay,25,Female,Shapira,4369,Low
767,Yonatan Gabai,24,Male,Ajami,5414,High
768,Yosef Segal,24,Male,Ajami,5576,High
769,Daniel Friedman,26,Male,Shapira,5719,Low
770,Tamar Cohen,24,Female,Ajami,5812,High
771,Yonatan Cohen,20,Male,Ajami,4274,High
772,Shani Cohen,36,Female,Ajami,4712,Low
773,Dana Goldberg,31,Female,Neve Tzedek,10291,Moderate
774,Lior Levi,33,Male,Ajami,4821,High
775,Leah Friedman,21,Female,Ajami,4799,High
776,Moshe Dahan,27,Male,Shapira,5853,Low
777,Daniel Segal,29,Male,Shapira,4596,Low
778,Uri Azoulay,45,Male,Ajami,4064,High
779,Gal David,33,Male,Ajami,4706,High
780,Shani Weiss,27,Female,Neve Tzedek,9344,Low
781,Eitan Friedman,47,Male,Ajami,4129,High
782,Esther Gabai,27,Female,Ajami,5545,High
783,Adi David,27,Female,Shapira,5357,High
784,Moshe Rubin,38,Male,Neve Tzedek,12519,Low
785,Shani Biton,24,Female,Ajami,4732,Low
786,Itzhak Avraham,20,Male,Shapira,4772,High
787,Noa Bar,26,Female,Shapira,5524,High
788,Matan David,21,Male,Shapira,4646,High
789,Esther Cohen,44,Female,Neve Tzedek,12634,Low
790,Ido Peretz,44,Male,Ajami,5306,Low
791,Yonatan Segal,27,Male,Neve Tzedek,8889,Moderate
792,Neta Rubin,29,Female,Ajami,5185,High
793,Hila Ohayon,32,Female,Neve Tzedek,11050,Low
794,Adam Cohen,27,Male,Neve Tzedek,11438,Low
795,Itzhak David,26,Male,Neve Tzedek,9716,Moderate
796,Avraham Mizrahi,45,Male,Neve Tzedek,9314,Low
797,Moshe Segal,24,Male,Shapira,4567,High
798,Omer Cohen,43,Male,Shapira,4027,High
799,Neta Friedman,27,Female,Neve Tzedek,10895,Moderate
800,Itzhak Rubin,22,Male,Ajami,4558,High
801,Daniel David,34,Male,Ajami,5992,High
802,Ariel Segal,37,Male,Ajami,4859,Low
803,Moshe Segal,46,Male,Neve Tzedek,12332,Moderate
804,Shani Bar,24,Female,Shapira,5879,High
805,Eli Goldberg,25,Male,Shapira,4140,High
806,Roni Dahan,28,Female,Shapira,5574,Low
807,Tomer Dahan,30,Male,Shapira,5664,Low
808,Noa David,29,Female,Ajami,4936,High
809,Daniel Gabai,20,Male,Ajami,4592,High
810,Omer Goldberg,21,Male,Shapira,4930,Low
811,Michal Gabai,35,Female,Neve Tzedek,10905,Moderate
812,Omer Goldberg,36,Male,Shapira,4998,High
813,Gal Goldberg,41,Male,Neve Tzedek,12430,Low
814,Sarah David,30,Female,Neve Tzedek,9880,Low
815,Liat Mizrahi,26,Female,Neve Tzedek,10158,Low
816,Ido Cohen,22,Male,Ajami,5352,Low
817,Noa Dahan,38,Female,Shapira,4441,Low
818,Ariel Cohen,24,Male,Shapira,5329,High
819,David David,29,Male,Shapira,5906,High
820,Adam Ohayon,40,Male,Ajami,4404,High
821,Daniel Azoulay,29,Male,Shapira,5837,High
822,Shani Rubin,31,Female,Neve Tzedek,10240,Low
823,Uri Friedman,30,Male,Neve Tzedek,8758,Low
824,Adam Levi,22,Male,Ajami,4237,High
825,Itzhak Mizrahi,25,Male,Neve Tzedek,12871,Moderate
826,Shira Levi,36,Female,Neve Tzedek,9320,Low
827,Adi Segal,21,Female,Shapira,5884,Low
828,Dana Cohen,30,Female,Shapira,4081,High
829,Lior Biton,43,Male,Neve Tzedek,11647,Low
830,Hadar Azoulay,27,Female,Shapira,5121,High
831,Gal Katz,20,Male,Ajami,5583,High
832,Noam Weiss,21,Male,Ajami,5040,Low
833,Talia Weiss,30,Female,Ajami,5505,High
834,Adam Azoulay,22,Male,Shapira,4935,High
835,Uri Cohen,29,Male,Shapira,4372,Low
836,Avigail Gabai,37,Female,Ajami,5010,High
837,Moshe Azoulay,29,Male,Neve Tzedek,11938,Moderate
838,Yonatan Haddad,26,Male,Neve Tzedek,9682,Low
839,Tamar Mizrahi,21,Female,Ajami,4831,High
840,Hadar Goldberg,39,Female,Neve Tzedek,9107,Low
841,Michal Rubin,30,Female,Neve Tzedek,12191,Low
842,Avraham Gabai,20,Male,Shapira,4580,High
843,Noa Cohen,46,Female,Neve Tzedek,8256,Low
844,David Avraham,28,Male,Neve Tzedek,9838,Low
845,Tamar Bar,29,Female,Shapira,4451,High
846,Yael Weiss,44,Female,Shapira,5636,Low
847,Shani Katz,25,Female,Ajami,4424,Low
848,Liat Haddad,36,Female,Neve Tzedek,9438,Low
849,Shani Ohayon,25,Female,Neve Tzedek,10626,Low
850,Hila Katz,31,Female,Neve Tzedek,8265,Low
851,Hila Cohen,37,Female,Shapira,5954,High
852,Liat Mizrahi,33,Female,Neve Tzedek,10783,Low
853,Neta Mizrahi,32,Female,Shapira,5623,Low
854,Eitan Segal,32,Male,Ajami,4005,High
855,Maya Cohen,42,Female,Ajami,5428,Low
856,Hila David,36,Female,Neve Tzedek,9267,Moderate
857,Esther Shapiro,32,Female,Neve Tzedek,8403,Low
858,Sarah Avraham,28,Female,Shapira,5837,High
859,Tomer Dahan,25,Male,Neve Tzedek,8432,Moderate
860,Ido Biton,32,Male,Neve Tzedek,12583,Low
861,Matan Haddad,37,Male,Ajami,4536,High
862,Omer Mizrahi,46,Male,Neve Tzedek,12932,Low
863,Tamar Levi,38,Female,Ajami,5442,High
864,Hadar Cohen,47,Female,Shapira,4499,High
865,Ariel Ohayon,22,Male,Ajami,4323,High
866,Uri Rubin,20,Male,Shapira,5635,High
867,Yosef Segal,22,Male,Ajami,5325,High
868,Yael Friedman,21,Female,Ajami,4872,Low
869,Hila Biton,34,Female,Shapira,4213,Low
870,Yonatan Katz,20,Male,Ajami,5710,High
871,Eitan Cohen,28,Male,Neve Tzedek,11693,Moderate
872,Itzhak David,27,Male,Shapira,4331,High
873,Noam Katz,33,Male,Neve Tzedek,9805,Moderate
874,Avraham Gabai,38,Male,Shapira,5614,Low
875,Avraham Goldberg,21,Male,Shapira,5249,High
876,Maya Gabai,41,Female,Neve Tzedek,8738,Low
877,Roni Mizrahi,33,Female,Shapira,5300,High
878,Roni Katz,21,Female,Ajami,5994,High
879,Leah David,26,Female,Neve Tzedek,10453,Low
880,Avraham Gabai,55,Male,Neve Tzedek,9183,Low
881,Tomer Haddad,28,Male,Shapira,4254,Low
882,Shani Weiss,55,Female,Neve Tzedek,8787,Low
883,Tomer Biton,31,Male,Shapira,5165,High
884,Moshe Weiss,38,Male,Neve Tzedek,12120,Moderate
885,Dana Katz,30,Female,Shapira,4136,High
886,Michal Haddad,41,Female,Neve Tzedek,10181,Moderate
887,Neta Levi,21,Female,Shapira,5411,Low
888,Adi Haddad,31,Female,Neve Tzedek,11958,Moderate
889,David Rubin,29,Male,Neve Tzedek,10927,Low
890,Moshe Azoulay,32,Male,Ajami,5980,High
891,Roni Shapiro,21,Female,Shapira,5950,High
892,Talia Gabai,32,Female,Ajami,4720,High
893,Talia Goldberg,32,Female,Neve Tzedek,10319,Low
894,Dana Haddad,20,Female,Ajami,4860,High
895,Omer Ohayon,26,Male,Shapira,5458,High
896,Avigail Katz,28,Female,Ajami,4941,Low
897,Ido Dahan,55,Male,Neve Tzedek,9781,Moderate
898,Shira Goldberg,23,Female,Ajami,4607,Low
899,Talia Haddad,22,Female,Ajami,5333,Low
900,Noam Haddad,24,Male,Ajami,4714,High
901,Itzhak Levi,40,Male,Ajami,4318,Low
902,Leah Peretz,43,Female,Shapira,5064,High
903,Adam Katz,31,Male,Neve Tzedek,11496,Low
904,Tomer Katz,36,Male,Shapira,4417,Low
905,Noa Segal,26,Female,Shapira,5450,Low
906,Neta Mizrahi,43,Female,Shapira,4275,Low
907,Ido Weiss,32,Male,Ajami,4550,High
908,Ben Azoulay,25,Male,Neve Tzedek,12549,Moderate
909,Avigail Bar,34,Female,Shapira,4617,Low
910,Shira Segal,29,Female,Shapira,4221,High
911,Michal Haddad,30,Female,Ajami,4989,High
912,Yonatan Weiss,26,Male,Neve Tzedek,12426,Low
913,Matan Shapiro,24,Male,Shapira,5024,Low
914,Adam Mizrahi,23,Male,Shapira,5721,High
915,Eli Ohayon,20,Male,Shapira,5780,High
916,Gal Levi,45,Male,Shapira,4442,Low
917,Adam Katz,21,Male,Ajami,5115,High
918,Ben Gabai,26,Male,Ajami,4159,High
919,Eitan David,31,Male,Shapira,5171,Low
920,Adam Peretz,31,Male,Ajami,4612,High
921,Ido Levi,32,Male,Ajami,5860,High
922,Leah Goldberg,31,Female,Shapira,5135,Low
923,Lior Levi,24,Male,Shapira,5977,High
924,Hadar Katz,34,Female,Ajami,4571,High
925,Talia Gabai,33,Female,Shapira,5190,High
926,Hila Weiss,45,Female,Neve Tzedek,10244,Low
927,Hila Katz,30,Female,Neve Tzedek,11177,Low
928,Shani Goldberg,43,Female,Neve Tzedek,11526,Moderate
929,Gal Bar,27,Male,Neve Tzedek,9953,Low
930,Eli Katz,29,Male,Neve Tzedek,12783,Low
931,Maya Bar,23,Female,Shapira,5503,Low
932,Yonatan Weiss,30,Male,Neve Tzedek,8151,Low
933,Yael Peretz,27,Female,Shapira,4072,High
934,Moshe Dahan,21,Male,Ajami,4518,High
935,Eli Gabai,30,Male,Shapira,5470,High
936,Gal Shapiro,27,Male,Ajami,4843,High
937,Leah Peretz,30,Female,Neve Tzedek,8778,Moderate
938,Yonatan Segal,32,Male,Shapira,5633,High
939,Adi Gabai,38,Female,Shapira,5510,High
940,Uri Avraham,28,Male,Neve Tzedek,9608,Low
941,Leah Levi,21,Female,Ajami,5776,High
942,Ben Segal,44,Male,Ajami,4939,High
943,Avraham Biton,42,Male,Neve Tzedek,8032,Low
944,Yonatan Shapiro,32,Male,Neve Tzedek,11194,Low
945,Yosef Segal,29,Male,Neve Tzedek,11648,Low
946,Moshe Haddad,23,Male,Shapira,5779,High
947,Avigail Rubin,35,Female,Neve Tzedek,10128,Low
948,Esther Friedman,22,Female,Ajami,5449,Low
949,Tomer Katz,24,Male,Ajami,5647,Low
950,Liat Rubin,25,Female,Ajami,4180,High
951,Tamar Levi,27,Female,Neve Tzedek,11062,Low
952,Neta Segal,45,Female,Ajami,5094,High
953,Yosef Bar,23,Male,Shapira,4200,High
954,Sarah David,34,Female,Ajami,4686,High
955,Neta Levi,30,Female,Neve Tzedek,11538,Low
956,Noa David,36,Female,Shapira,5805,High
957,Noam Goldberg,21,Male,Shapira,4084,High
958,Esther Rubin,28,Female,Neve Tzedek,12742,Low
959,Yael Ohayon,20,Female,Shapira,5388,Low
960,Shira Rubin,44,Female,Neve Tzedek,11038,Low
961,Ben Avraham,26,Male,Ajami,5587,High
962,Matan Haddad,28,Male,Ajami,4215,High
963,Avigail Mizrahi,27,Female,Shapira,4009,Low
964,Noam Dahan,27,Male,Ajami,5326,High
965,Gal Avraham,33,Male,Neve Tzedek,10820,Low
966,Omer Bar,37,Male,Neve Tzedek,10059,Low
967,Dana Shapiro,20,Female,Shapira,4986,High
968,Noa Gabai,26,Female,Shapira,5009,High
969,Avraham Dahan,28,Male,Neve Tzedek,10504,Low
970,Roni Haddad,26,Female,Neve Tzedek,10707,Low
971,Itzhak Avraham,33,Male,Shapira,4537,High
972,Tamar Azoulay,22,Female,Ajami,5376,High
973,Shani Haddad,44,Female,Shapira,4565,Low
974,Dana Rubin,26,Female,Ajami,4820,Low
975,Neta Azoulay,24,Female,Ajami,5612,Low
976,Adi Cohen,24,Female,Ajami,4770,High
977,Michal Azoulay,22,Female,Ajami,5876,High
978,Yosef Weiss,28,Male,Neve Tzedek,12354,Low
979,Talia Bar,26,Female,Shapira,4909,High
980,Talia Bar,28,Female,Shapira,5111,Low
981,Talia Dahan,20,Female,Shapira,5278,High
982,Esther Goldberg,27,Female,Neve Tzedek,10327,Low
983,Adi Levi,50,Female,Neve Tzedek,12677,Moderate
984,Shira Katz,30,Female,Neve Tzedek,12852,Moderate
985,Leah Cohen,30,Female,Neve Tzedek,11199,Low
986,Hadar Gabai,35,Female,Neve Tzedek,9557,Low
987,Neta Goldberg,24,Female,Shapira,4371,High
988,Noam David,27,Male,Ajami,4952,High
989,Eli Friedman,21,Male,Ajami,4047,High
990,Dana Levi,31,Female,Shapira,5008,High
991,Gal Goldberg,27,Male,Shapira,5097,High
992,Tamar Cohen,21,Female,Shapira,4140,High
993,Hila Segal,20,Female,Shapira,4277,High
994,Esther David,42,Female,Shapira,4349,High
995,Itzhak Peretz,20,Male,Shapira,5936,Low
996,Eli Biton,35,Male,Neve Tzedek,8159,Low
997,Dana Friedman,22,Female,Shapira,5188,High
998,Neta Gabai,25,Female,Ajami,5103,Low
999,Lior Segal,20,Male,Shapira,4425,Low
1000,Lior Mizrahi,30,Male,Ajami,5963,Low
